George_Washington 215
John_Adams 91
Thomas_Jefferson 165
James_Madison 59
James_Monroe 37
John_Quincy_Adams 61
Andrew_Jackson 115
Martin_Van_Buren 40
William_Harrison 69
John_Tyler 32
James_Polk 22
Zachary_Taylor 41
Millard_Fillmore 20
Franklin_Pierce 25
James_Buchanan 44
Abraham_Lincoln 155
Andrew_Johnson 54
Ulysses_Grant 114
Rutherford_Hayes 27
James_Garfield 28
Chester_Arthur 25
Grover_Cleveland 62
Benjamin_Harrison 29
Grover_Cleveland 62
William_McKinley 45
Theodore_Roosevelt 117
William_Taft 55
Woodrow_Wilson 102
Warren_Harding 43
Calvin_Coolidge 53
Herbert_Hoover 61
Franklin_Roosevelt 103
Harry_Truman 106
Dwight_Eisenhower 73
John_Kennedy 153
Lyndon_Johnson 115
Richard_Nixon 165
Gerald_Ford 87
Jimmy_Carter 108
Ronald_Reagan 159
George_H.W._Bush 97
Bill_Clinton 78
George_W._Bush 37
B_Obama 20
