Solomon-Alabi 3 5 4 5 0 0
Patrick-Ewing-Jr. 2 2 1 2 0 0
Derrick-Williams 231 356 216 290 10 11
Ricky-Rubio 196 256 194 230 4 6
Tobias-Harris 191 245 147 189 2 2
Gustavo-Ayon 31 65 28 49 0 0
Iman-Shumpert 86 118 74 93 3 3
Markieff-Morris 186 259 159 205 0 0
Isaiah-Thomas 370 440 308 349 21 21
Bismack-Biyombo 121 249 124 211 0 0
Kemba-Walker 390 497 302 362 5 7
Jerome-Jordan 25 30 21 24 0 0
Cory-Higgins 22 33 21 29 0 0
Jon-Leuer 35 55 29 45 0 0
Brandon-Knight 255 324 202 253 3 3
Chandler-Parsons 164 237 125 183 6 6
Ivan-Johnson 88 134 63 95 0 0
Lance-Thomas 88 120 79 100 0 0
Jan-Vesely 25 57 20 44 0 0
Marshon-Brooks 8 10 7 8 0 0
Greg-Stiemsma 41 59 42 55 0 0
Chris-Singleton 40 64 29 50 1 1
Reggie-Jackson 145 174 111 133 2 2
--Nene 13 21 10 14 0 0
Shelvin-Mack 36 57 41 50 0 0
Norris-Cole 92 137 84 109 0 0
Nikola-Vucevic 141 214 127 164 0 0
MarShon-Brooks 96 126 67 94 2 2
Jeremy-Tyler 18 35 15 23 0 0
Kyrie-Irving 421 498 305 345 7 7
Klay-Thompson 237 276 194 222 4 5
Mickell-Gladness 4 7 2 5 0 0
Chris-Wright 12 17 12 14 0 0
Tristan-Thompson 244 396 196 333 0 0
Josh-Harrellson 8 14 9 14 0 0
Cory-Joseph 72 100 60 79 1 1
E'Twaun-Moore 35 47 31 39 0 0
Metta-World-Peace 99 153 94 129 1 1
Charles-Jenkins 27 35 19 26 0 0
Jerome-Dyson 15 20 13 16 0 0
Kawhi-Leonard 203 258 168 206 0 0
Kenneth-Faried 245 397 222 317 0 0
Enes-Kanter 193 257 153 198 0 0
Alec-Burks 164 224 135 173 3 4
Jimmer-Fredette 98 113 66 75 3 3
Jeremy-Pargo 28 48 30 41 0 0
Malcolm-Lee 14 19 12 18 0 0
Tyler-Honeycutt 2 4 3 3 0 0
Nolan-Smith 18 30 21 25 0 0
Alan-Anderson 122 147 99 116 16 19
Hassan-Whiteside 43 95 40 73 0 0
Julyan-Stone 5 8 6 7 0 0
Jimmy-Butler 322 398 276 333 4 4
Terrel-Harris 11 16 10 15 0 0
Walker-Russell 5 11 5 6 0 0
Jordan-Williams 23 34 20 32 0 0
Vernon-Macklin 5 7 3 7 0 0
Elliot-Williams 6 13 1 9 0 0
Donald-Sloan 52 70 48 59 2 2
W-Russell 1 2 1 1 0 0
Josh-Davis 1 4 3 4 0 0
Trey-Thompkins 2 4 3 3 0 0
Darius-Morris 19 33 15 22 0 0
Andre-Emmett 2 4 3 4 0 0
Xavier-Silas 1 2 1 1 0 0
Josh-Selby 9 14 8 11 1 1
Marcus-Morris 71 128 72 109 0 1
JaJuan-Johnson 4 5 2 4 0 0
Daniel-Orton 10 21 8 19 0 0
DeAndre-Liggins 11 21 7 16 0 0
Jordan-Hamilton 9 19 6 13 0 0
Dexter-Pittman 11 19 7 12 0 0
Justin-Dentmon 1 3 3 3 0 0
Andrew-Goudelock 5 6 6 6 0 0
Travis-Leslie 0 5 4 4 0 0
Lavoy-Allen 41 64 43 55 0 0
Walker-Russell-Jr. 1 1 1 1 0 0
Edwin-Ubiles 2 2 1 1 0 0
Courtney-Fortson 4 9 6 6 0 0
Craig-Brackins 0 1 1 1 0 0
Eric-Dawson 0 1 1 1 0 0
Dennis-Horner 1 2 2 2 0 0
Malcolm-Thomas 7 12 8 11 0 0
Justin-Harper 0 1 0 0 0 0
Carldell-Johnson 1 2 0 1 0 0
Derrick-Byars 2 2 2 2 0 0
D.J.-Kennedy 0 1 0 1 0 0
Orlando-Johnson 13 17 10 14 0 1
Tyler-Zeller 143 187 129 155 0 0
Ben-Hansbrough 10 14 11 13 0 0
John-Henson 71 132 62 109 0 0
Kim-English 9 16 11 12 1 1
Khris-Middleton 87 105 70 79 3 3
John-Jenkins 39 51 32 34 3 3
Arnett-Moultrie 11 16 7 12 0 0
Joel-Freeland 22 30 17 22 0 0
Meyers-Leonard 58 69 43 51 1 1
Damian-Lillard 342 408 261 298 11 12
Chris-Copeland 53 73 42 54 1 2
James-White 6 10 5 9 0 0
Pablo-Prigioni 32 36 25 30 0 0
Danny-Green 100 118 70 80 8 9
Terrence-Jones 41 60 29 51 0 0
Greg-Smith 54 90 45 77 0 0
Patrick-Beverley 36 52 43 49 0 0
Andre-Drummond 116 285 85 239 0 0
Kyle-Singler 81 97 58 77 1 2
Justin-Holiday 22 29 21 24 0 0
Mirza-Teletovic 23 32 18 24 0 0
Tornike-Shengelia 5 9 4 7 0 0
Tyshawn-Taylor 6 14 9 13 0 0
Kris-Joseph 2 4 3 4 0 0
Dion-Waiters 144 208 129 174 2 2
Kevin-Jones 3 8 6 7 0 0
Will-Barton 66 88 58 71 0 0
Harrison-Barnes 131 184 118 154 1 1
Festus-Ezeli 44 82 47 75 0 0
Draymond-Green 96 139 79 114 2 2
Anthony-Davis 305 396 235 291 0 0
Evan-Fournier 79 103 58 83 0 1
Michael-Kidd-Gilchrist 148 224 142 177 0 0
Bradley-Beal 141 185 110 134 2 4
Kyle-O'Quinn 41 57 33 45 0 0
Andrew-Nicholson 49 68 41 51 0 0
Moe-Harkless 27 46 17 35 0 0
Nando-de-Colo 16 23 19 21 0 0
Thomas-Robinson 63 116 50 99 0 0
Maurice-Harkless 26 48 25 40 0 0
Bernard-James 24 35 21 29 0 0
Jonas-Valanciunas 191 246 172 215 0 0
Alexey-Shved 116 156 103 133 7 7
DeQuan-Jones 19 29 15 22 0 0
Roger-Mason-Jr. 26 27 11 12 2 4
Brian-Roberts 78 85 56 64 2 2
Quincy-Acy 55 72 48 59 0 0
Jae-Crowder 82 118 71 93 3 3
Doron-Lamb 10 18 10 15 0 1
Austin-Rivers 74 125 69 108 1 1
Jared-Sullinger 77 106 66 86 0 0
P.J.-Tucker 88 123 79 104 0 0
J.J.-Barea 78 99 55 70 1 1
Amar'e-Stoudemire 120 171 113 139 0 0
Kent-Bazemore 44 77 43 67 0 0
Viacheslav-Kravtsov 6 20 5 17 0 0
Quincy-Miller 4 7 5 6 0 0
Mike-Scott 54 71 50 62 0 0
Terrence-Ross 35 52 36 43 3 3
Patty-Mills 25 31 20 23 2 2
Jeffery-Taylor 33 52 41 50 1 1
Donatas-Motiejunas 68 116 63 100 1 1
Victor-Claver 7 17 7 13 0 0
Maalik-Wayns 9 11 8 8 0 0
Ish-Smith 22 36 15 28 0 0
Kendall-Marshall 10 14 6 9 0 0
Tony-Wroten 80 112 58 92 2 3
Jared-Cunningham 5 8 4 7 0 0
Robert-Sacre 27 48 35 45 0 0
Aron-Baynes 52 65 45 51 0 0
Miles-Plumlee 12 26 13 24 0 0
Lou-Amundson 23 68 30 55 0 0
Scott-Machado 1 1 1 1 0 0
Perry-Jones 15 29 19 22 0 1
-Evan-Turner 1 1 0 0 0 0
Jeremy-Lamb 35 39 27 29 1 1
Marquis-Teague 5 8 4 8 0 0
DeMarre-Carroll-makes-driving-layup.-Carroll 1 1 0 0 0 0
Tim-Ohlbrecht 1 1 0 0 0 0
Diante-Garrett 3 5 2 5 0 0
Fab-Melo 0 2 1 2 0 0
Jarvis-Varnado 1 2 1 2 0 0
Darius-Miller 5 5 3 3 0 0
Michael-Beasley-makes-two-point-dunk,-Shannon-Brown-personal-foul-(Aaron-Brooks-draws-the-foul)-Aaron-Brooks 0 1 0 0 0 0
Greg-Monroe- 0 0 1 1 0 0
Allen-Crabbe 5 9 7 7 0 0
Victor-Oladipo 137 171 124 148 1 1
Elfrid-Payton 66 116 52 97 0 1
Dewayne-Dedmon 16 35 18 29 0 0
Michael-Carter-Williams 105 156 95 131 1 2
Henry-Sims 58 78 46 57 0 0
Gorgui-Dieng 102 131 87 111 0 0
Jerami-Grant 65 101 48 91 1 1
Hollis-Thompson 35 48 23 34 5 6
Robert-Covington 96 121 76 90 4 4
Robbie-Hummel 15 16 9 13 0 0
K.J.-McDaniels 53 72 47 61 0 0
Andrew-Wiggins 185 250 160 206 0 0
Joe-Ingles 17 22 12 17 1 1
Dante-Exum 7 17 12 14 1 1
Rudy-Gobert 88 148 82 125 0 0
Rodney-Hood 35 44 24 34 2 2
Kelly-Olynyk 47 70 46 66 0 0
Phil-Pressey 16 26 17 23 0 0
Nerlens-Noel 78 120 57 100 0 0
JaKarr-Sampson 31 50 32 44 0 0
Dwight-Powell 12 17 13 16 0 0
Solomon-Hill 81 97 70 87 0 0
Jordan-Clarkson 71 87 60 71 0 0
Cody-Zeller 68 88 59 76 0 0
Jusuf-Nurkic 45 70 39 62 0 0
Tim-Hardaway-Jr. 67 85 50 63 6 6
Archie-Goodwin 33 45 26 35 1 1
Steven-Adams 58 114 45 91 0 0
Mitch-McGary 11 23 14 17 0 0
Shabazz-Muhammad 54 82 49 61 0 0
Zach-LaVine 83 100 64 75 0 0
Brandon-Davies 16 20 6 15 0 0
Kentavious-Caldwell-Pope 59 85 46 68 5 5
Dennis-Schroder 77 96 71 83 0 0
Ben-McLemore 72 87 53 68 5 5
Ray-McCallum 29 44 28 40 0 0
Gary-Harris 15 26 20 21 0 0
Nik-Stauskas 29 34 25 29 1 1
Trey-Burke 58 81 51 64 0 0
Nikola-Mirotic 116 144 100 127 12 12
Tony-Snell 25 30 18 24 1 1
Johnny-O'Bryant-III 6 16 6 11 0 0
Glenn-Robinson-III 7 12 9 12 0 0
Jeff-Ayres 14 21 13 15 0 0
Marcus-Smart 39 65 38 55 5 7
Mason-Plumlee 82 177 75 140 0 0
Matthew-Dellavedova 14 19 15 19 0 0
Jeff-Taylor 14 22 12 18 0 1
Pero-Antic 44 63 39 53 5 7
Langston-Galloway 36 45 27 33 0 0
Devyn-Marble 2 8 2 7 1 1
Aaron-Gordon 24 35 20 26 0 0
C.J.-McCollum 28 41 22 30 1 2
Giannis-Antetokounmpo 153 192 104 155 0 0
Elijah-Millsap 29 46 29 40 0 0
Markel-Brown 22 30 25 27 0 0
Cory-Jefferson 16 29 15 25 0 0
Jabari-Parker 26 36 20 30 0 0
Nate-Wolters 2 4 0 2 0 0
Kyle-Anderson 5 9 4 5 0 0
Clint-Capela 2 12 2 11 0 0
Nick-Johnson 9 13 8 12 0 0
Anthony-Bennett 20 34 21 30 0 0
Cleanthony-Early 20 27 16 21 0 0
Will-Cherry 1 3 2 3 0 0
Damjan-Rudez 7 11 7 9 1 1
Shayne-Whittington 11 12 7 11 0 0
Shabazz-Napier 20 28 23 27 1 1
Tarik-Black 30 63 35 55 0 0
Doug-McDermott 5 9 5 6 0 0
James-Ennis 43 52 36 42 0 0
Joe-Harris 4 8 4 6 1 1
Jeff-Withey 16 26 18 24 0 0
Miroslav-Raduljica 1 1 1 1 0 0
Adreian-Payne 15 24 15 22 0 0
Shane-Larkin 28 42 32 35 1 1
Noah-Vonleh 7 13 11 13 0 0
Ryan-Kelly 40 49 34 40 5 6
Bojan-Bogdanovic 48 58 39 48 0 0
Kostas-Papanikolaou 6 9 6 8 1 1
Furkan-Aldemir 6 14 7 13 0 0
Jabari-Brown 37 45 25 38 2 2
Isaiah-Canaan 23 32 22 24 4 4
T.J.-Warren 9 13 5 6 0 0
Justin-Hamilton 20 26 19 21 0 0
Tyler-Johnson 17 24 15 23 0 0
Tim-Frazier 5 12 5 9 0 0
Andre-Roberson 13 25 10 23 0 0
Mike-Muscala 12 14 10 11 0 0
James-Young 9 15 6 13 1 1
Alex-Len 46 59 24 42 0 0
James-Michael-McAdoo 8 15 6 10 0 0
Jorge-Gutierrez 5 8 4 5 0 0
Nick-Calathes 9 26 15 19 0 0
Troy-Daniels 4 6 6 6 1 1
Vander-Blue 2 3 0 2 0 0
David-Stockton 2 4 1 2 0 0
P.J.-Hairston 17 20 13 15 1 1
Lorenzo-Brown 6 10 6 9 0 0
Spencer-Dinwiddie 15 18 15 15 1 1
Zoran-Dragic 2 3 1 2 0 0
Reggie-Bullock 4 5 2 4 0 0
Otto-Porter-Jr. 25 42 31 35 2 2
Erick-Green 5 7 5 5 0 0
Glen-Rice-Jr. 2 3 2 2 0 1
Jarnell-Stokes 8 15 7 13 0 0
Travis-Wear 9 13 10 12 1 1
Jordan-Adams 8 13 6 10 0 0
Sergey-Karasev 14 21 15 17 0 0
Joffrey-Lauvergne 11 17 7 11 0 0
Jack-Cooley 6 11 3 10 0 0
Ricky-Ledo 7 12 9 10 0 0
Dwight-Buycks 5 6 4 4 0 0
Sean-Kilpatrick 2 2 2 2 0 0
Jerel-McNeal 1 1 1 1 0 0
Lucas-Nogueira 1 2 1 2 0 0
Arinze-Onuaku 0 4 3 4 0 0
Cameron-Bairstow 2 3 2 2 0 0
Russ-Smith 6 7 6 6 0 0
Toure'-Murry 1 1 1 1 0 0
JaMychal-Green 5 5 3 5 0 0
Grant-Jerrett 1 1 0 0 0 0
C.J.-Wilcox 2 2 0 0 0 0
John-Lucas-III 3 3 2 2 0 0
Julius-Randle 0 1 0 1 0 0
Tyler-Ennis 3 4 2 3 0 0
Ognjen-Kuzmic 2 2 2 2 0 0
Henry-Walker 6 8 6 8 2 2
Bryce-Cotton 8 10 7 8 0 0
Ian-Clark 5 5 4 4 0 0
Larry-Drew-II 2 2 0 1 0 0
Alex-Kirk 1 1 1 1 0 0
Drew-Gordon 0 1 1 1 0 0
Luigi-Datome 1 1 0 0 0 0
