WPCT, FG3A, FGA, FG2PCT, FG3PCT, FTM, OREB, DREB, AST, TOV, STL, BLK, BLKA, PF, PTS, year, team
0.61, 17.9, 78.2, 0.487562189055, 0.339, 20.6, 11.7, 30.6, 19.0, 13.9, 6.9, 4.8, 4.4, 21.1, 97.6, 05, "Cleveland Cavaliers"
0.732, 13.6, 77.7, 0.482059282371, 0.374, 22.2, 12.6, 29.6, 18.0, 13.6, 7.2, 6.0, 4.9, 22.4, 99.1, 05, "Dallas Mavericks"
0.537, 13.1, 81.4, 0.486090775988, 0.325, 21.0, 11.0, 30.3, 23.4, 14.8, 8.5, 5.6, 5.3, 22.7, 100.3, 05, "Denver Nuggets"
0.78, 17.7, 80.0, 0.475120385233, 0.384, 17.3, 11.9, 28.6, 24.0, 11.4, 7.1, 6.0, 3.5, 18.5, 96.8, 05, "Detroit Pistons"
0.415, 22.3, 82.7, 0.466887417219, 0.341, 19.2, 12.0, 30.3, 20.7, 14.1, 7.4, 4.3, 5.0, 23.7, 98.5, 05, "Golden State Warriors"
0.415, 17.2, 76.2, 0.462711864407, 0.332, 18.3, 10.4, 31.3, 19.3, 14.5, 7.2, 3.9, 4.5, 22.7, 90.1, 05, "Houston Rockets"
0.5, 18.7, 76.5, 0.475778546713, 0.349, 19.4, 11.0, 31.2, 19.9, 15.3, 7.3, 5.0, 4.9, 22.2, 93.9, 05, "Indiana Pacers"
0.573, 10.3, 78.6, 0.483162518302, 0.344, 20.7, 10.1, 33.0, 20.8, 14.5, 6.5, 6.1, 4.3, 22.8, 97.2, 05, "Los Angeles Clippers"
0.549, 19.3, 80.6, 0.486133768352, 0.349, 19.7, 11.8, 30.3, 21.1, 13.9, 7.7, 4.3, 4.3, 23.1, 99.4, 05, "Los Angeles Lakers"
0.598, 19.2, 74.7, 0.473873873874, 0.374, 18.0, 10.2, 29.0, 19.3, 13.8, 7.3, 5.4, 5.6, 21.4, 92.2, 05, "Memphis Grizzlies"
0.634, 17.6, 77.5, 0.517529215359, 0.345, 19.7, 10.5, 32.6, 20.6, 14.5, 6.4, 5.4, 3.6, 22.8, 99.9, 05, "Miami Heat"
0.488, 16.3, 80.1, 0.471786833856, 0.38, 19.0, 11.3, 29.9, 21.6, 14.6, 7.3, 3.3, 5.0, 23.2, 97.8, 05, "Milwaukee Bucks"
0.402, 11.5, 77.3, 0.477203647416, 0.329, 17.5, 9.9, 29.5, 20.9, 14.5, 6.8, 5.7, 4.6, 23.0, 91.7, 05, "Minnesota Timberwolves"
0.598, 17.6, 77.0, 0.473063973064, 0.33, 20.2, 10.0, 31.0, 23.0, 13.6, 6.8, 3.4, 4.0, 23.2, 93.8, 05, "New Jersey Nets"
0.463, 10.8, 78.4, 0.455621301775, 0.339, 20.1, 11.2, 29.0, 18.5, 13.4, 7.5, 3.8, 5.3, 21.8, 92.8, 05, "New Orleans Hornets"
0.28, 10.8, 75.7, 0.469953775039, 0.362, 22.9, 12.6, 28.8, 17.9, 17.7, 6.8, 3.3, 5.3, 26.3, 95.6, 05, "New York Knicks"
0.439, 9.7, 75.2, 0.487022900763, 0.376, 20.3, 10.9, 29.3, 18.2, 15.1, 6.5, 4.4, 4.7, 23.3, 94.9, 05, "Orlando Magic"
0.463, 12.6, 79.8, 0.47619047619, 0.364, 21.6, 10.6, 29.6, 20.2, 14.1, 7.9, 4.9, 4.7, 20.9, 99.4, 05, "Philadelphia 76ers"
0.659, 25.6, 87.4, 0.511326860841, 0.399, 14.5, 9.5, 32.3, 26.6, 13.3, 6.7, 5.0, 3.4, 20.5, 108.4, 05, "Phoenix Suns"
0.256, 12.7, 76.4, 0.464678178964, 0.349, 16.3, 10.8, 26.9, 18.2, 14.7, 6.5, 5.3, 4.9, 22.3, 88.8, 05, "Portland Trail Blazers"
0.537, 17.2, 79.3, 0.48309178744, 0.351, 20.8, 10.4, 30.2, 22.3, 14.6, 7.4, 3.6, 4.9, 20.4, 98.9, 05, "Sacramento Kings"
0.768, 16.6, 77.3, 0.495881383855, 0.385, 16.2, 10.4, 31.1, 20.9, 13.7, 6.6, 5.7, 4.2, 20.9, 95.6, 05, "San Antonio Spurs"
0.427, 19.9, 81.8, 0.486268174475, 0.371, 20.1, 12.4, 27.2, 20.7, 14.7, 7.6, 3.7, 4.9, 23.6, 102.6, 05, "Seattle SuperSonics"
0.329, 19.8, 81.0, 0.478758169935, 0.375, 20.2, 10.5, 27.9, 19.4, 13.1, 6.5, 3.3, 4.4, 24.0, 101.1, 05, "Toronto Raptors"
0.5, 11.3, 75.7, 0.461180124224, 0.336, 21.6, 13.1, 29.0, 21.6, 15.7, 6.4, 6.0, 5.6, 24.8, 92.4, 05, "Utah Jazz"
0.512, 17.0, 81.2, 0.470404984424, 0.357, 23.0, 12.6, 28.6, 18.6, 13.9, 8.0, 4.1, 4.2, 22.6, 101.7, 05, "Washington Wizards"
0.366, 12.7, 77.7, 0.466153846154, 0.329, 20.5, 11.9, 28.2, 19.2, 15.9, 7.4, 5.4, 5.1, 24.0, 93.7, 06, "Atlanta Hawks"
0.293, 15.6, 78.7, 0.462757527734, 0.367, 20.4, 11.2, 29.2, 19.9, 16.5, 7.2, 4.7, 5.5, 24.0, 95.8, 06, "Boston Celtics"
0.402, 15.6, 81.0, 0.466360856269, 0.357, 19.1, 11.2, 28.6, 22.4, 14.9, 7.8, 4.5, 5.3, 24.2, 96.9, 06, "Charlotte Bobcats"
0.598, 15.1, 81.3, 0.471299093656, 0.388, 18.6, 12.0, 31.7, 22.3, 16.0, 7.8, 5.4, 5.3, 23.3, 98.8, 06, "Chicago Bulls"
0.61, 17.1, 81.2, 0.472698907956, 0.352, 18.1, 12.7, 30.8, 20.8, 14.4, 7.6, 4.3, 4.3, 21.7, 96.8, 06, "Cleveland Cavaliers"
0.817, 17.1, 78.6, 0.491056910569, 0.381, 20.1, 11.2, 30.7, 19.9, 13.9, 6.8, 5.0, 3.8, 22.4, 100.0, 06, "Dallas Mavericks"
0.549, 17.6, 83.0, 0.5, 0.336, 22.3, 12.2, 31.2, 23.4, 16.5, 8.3, 5.3, 5.2, 21.4, 105.4, 06, "Denver Nuggets"
0.646, 15.9, 79.1, 0.481012658228, 0.344, 18.8, 11.6, 29.0, 21.6, 12.2, 7.1, 5.8, 3.5, 20.4, 96.0, 06, "Detroit Pistons"
0.512, 24.0, 86.0, 0.504838709677, 0.356, 18.5, 11.5, 29.9, 23.8, 16.0, 9.1, 5.7, 4.9, 23.6, 106.5, 06, "Golden State Warriors"
0.634, 23.1, 79.6, 0.474336283186, 0.372, 17.5, 10.7, 32.6, 20.8, 14.2, 7.1, 4.1, 4.3, 20.9, 97.0, 06, "Houston Rockets"
0.427, 16.9, 80.0, 0.46117274168, 0.346, 19.7, 12.1, 29.8, 20.5, 16.3, 7.3, 5.5, 5.0, 23.3, 95.6, 06, "Indiana Pacers"
0.488, 11.0, 77.0, 0.474242424242, 0.348, 21.6, 10.8, 30.3, 21.5, 15.1, 7.3, 5.8, 3.9, 22.7, 95.6, 06, "Los Angeles Clippers"
0.512, 21.0, 81.3, 0.504145936982, 0.353, 20.2, 10.8, 30.4, 22.6, 15.5, 7.3, 5.1, 5.0, 23.0, 103.3, 06, "Los Angeles Lakers"
0.268, 16.6, 78.6, 0.491935483871, 0.367, 22.4, 10.6, 29.0, 20.5, 16.4, 6.9, 5.0, 5.5, 22.3, 101.6, 06, "Memphis Grizzlies"
0.537, 18.8, 76.7, 0.504317789292, 0.343, 17.0, 10.0, 30.8, 20.5, 14.6, 6.9, 5.4, 3.8, 21.3, 94.6, 06, "Miami Heat"
0.341, 18.0, 81.9, 0.496087636933, 0.356, 17.1, 11.5, 27.7, 21.6, 15.1, 7.2, 2.7, 5.3, 22.2, 99.7, 06, "Milwaukee Bucks"
0.39, 13.3, 79.3, 0.481818181818, 0.353, 18.3, 10.0, 30.2, 22.5, 15.6, 6.5, 4.0, 4.4, 21.4, 96.1, 06, "Minnesota Timberwolves"
0.5, 20.4, 77.8, 0.489547038328, 0.363, 19.1, 10.0, 30.8, 23.9, 14.8, 6.1, 3.3, 4.5, 22.8, 97.6, 06, "New Jersey Nets"
0.476, 15.3, 81.4, 0.464447806354, 0.362, 17.5, 12.5, 30.6, 18.7, 14.5, 6.4, 4.2, 4.8, 19.8, 95.5, 06, "New Orleans Hornets"
0.402, 16.7, 77.5, 0.486842105263, 0.346, 20.9, 12.6, 30.7, 18.7, 17.1, 6.6, 3.2, 5.0, 23.6, 97.5, 06, "New York Knicks"
0.488, 11.7, 74.3, 0.493610223642, 0.356, 20.5, 11.2, 29.5, 18.6, 17.0, 6.9, 5.1, 4.6, 23.2, 94.8, 06, "Orlando Magic"
0.427, 10.0, 78.1, 0.474302496329, 0.345, 20.0, 11.0, 28.7, 20.4, 15.3, 7.2, 4.8, 3.9, 20.4, 94.9, 06, "Philadelphia 76ers"
0.744, 24.0, 83.6, 0.531879194631, 0.399, 18.0, 9.0, 31.5, 25.9, 14.5, 6.7, 4.8, 3.7, 20.2, 110.2, 06, "Phoenix Suns"
0.39, 15.0, 78.0, 0.473015873016, 0.346, 18.8, 11.3, 28.0, 18.5, 15.1, 6.8, 4.6, 4.6, 23.5, 94.1, 06, "Portland Trail Blazers"
0.402, 18.5, 79.7, 0.480392156863, 0.35, 23.1, 9.7, 29.2, 20.3, 14.6, 8.2, 3.2, 4.9, 21.9, 101.3, 06, "Sacramento Kings"
0.707, 19.0, 77.2, 0.503436426117, 0.381, 18.1, 9.3, 31.4, 22.1, 13.9, 7.2, 5.1, 4.1, 19.4, 98.5, 06, "San Antonio Spurs"
0.378, 17.7, 80.8, 0.488114104596, 0.362, 18.4, 11.3, 28.3, 20.7, 15.5, 7.7, 3.7, 4.2, 22.0, 99.1, 06, "Seattle SuperSonics"
0.573, 17.9, 79.8, 0.492730210016, 0.363, 19.0, 9.2, 30.2, 22.2, 13.5, 7.1, 3.9, 3.9, 20.4, 99.5, 06, "Toronto Raptors"
0.622, 12.9, 78.9, 0.501515151515, 0.335, 22.3, 12.6, 30.0, 24.7, 15.6, 7.0, 4.1, 5.3, 25.2, 101.5, 06, "Utah Jazz"
0.5, 19.7, 83.2, 0.48188976378, 0.348, 22.6, 12.2, 29.0, 20.2, 13.8, 7.7, 4.6, 4.6, 22.2, 104.3, 06, "Washington Wizards"
0.451, 13.1, 79.9, 0.473053892216, 0.356, 21.0, 12.3, 29.9, 22.0, 14.9, 7.3, 5.5, 5.1, 20.4, 98.2, 07, "Atlanta Hawks"
0.805, 19.1, 76.7, 0.505208333333, 0.381, 20.5, 10.1, 31.9, 22.4, 15.2, 8.5, 4.6, 4.7, 22.7, 100.5, 07, "Boston Celtics"
0.39, 17.6, 79.9, 0.475120385233, 0.367, 18.4, 10.9, 29.8, 21.3, 14.7, 7.5, 4.9, 5.8, 21.7, 97.1, 07, "Charlotte Bobcats"
0.402, 15.9, 83.7, 0.451327433628, 0.363, 18.7, 12.8, 30.2, 22.1, 14.6, 7.7, 5.2, 5.7, 21.8, 97.3, 07, "Chicago Bulls"
0.549, 18.8, 81.7, 0.462639109698, 0.358, 18.0, 13.3, 31.3, 20.0, 14.0, 7.1, 5.2, 4.7, 20.9, 96.4, 07, "Cleveland Cavaliers"
0.622, 17.1, 79.5, 0.495192307692, 0.352, 20.6, 10.8, 32.2, 21.0, 12.6, 6.0, 4.9, 4.4, 21.8, 100.4, 07, "Dallas Mavericks"
0.61, 19.6, 85.8, 0.504531722054, 0.355, 23.1, 11.2, 32.9, 24.7, 14.7, 9.2, 6.7, 4.8, 21.1, 110.7, 07, "Denver Nuggets"
0.72, 16.2, 79.9, 0.481946624804, 0.366, 18.4, 11.9, 29.5, 22.3, 11.7, 7.1, 5.8, 3.9, 20.6, 97.5, 07, "Detroit Pistons"
0.585, 26.6, 90.3, 0.505494505495, 0.348, 18.8, 12.7, 30.4, 22.4, 13.2, 9.1, 4.6, 5.0, 22.9, 111.0, 07, "Golden State Warriors"
0.671, 20.8, 81.7, 0.484400656814, 0.342, 16.4, 12.2, 32.4, 21.4, 13.7, 7.3, 5.1, 4.6, 19.6, 96.7, 07, "Houston Rockets"
0.439, 24.6, 85.3, 0.471169686985, 0.374, 19.1, 11.0, 32.1, 22.7, 15.1, 7.6, 5.0, 5.1, 23.4, 104.0, 07, "Indiana Pacers"
0.28, 13.2, 78.6, 0.460244648318, 0.324, 20.8, 9.8, 30.4, 21.1, 14.4, 6.8, 4.9, 4.7, 21.3, 93.8, 07, "Los Angeles Clippers"
0.695, 21.4, 83.1, 0.510534846029, 0.378, 21.3, 11.0, 33.2, 24.4, 14.1, 8.0, 5.3, 4.5, 20.6, 108.6, 07, "Los Angeles Lakers"
0.268, 21.7, 82.2, 0.490909090909, 0.349, 18.5, 10.3, 31.3, 19.2, 15.3, 6.1, 4.7, 4.9, 19.4, 100.7, 07, "Memphis Grizzlies"
0.183, 16.7, 77.3, 0.465346534653, 0.358, 16.9, 9.1, 28.6, 20.0, 14.7, 7.2, 4.3, 4.2, 20.4, 91.4, 07, "Miami Heat"
0.317, 16.0, 82.3, 0.473604826546, 0.344, 17.7, 12.9, 28.8, 21.5, 14.8, 6.6, 4.4, 4.9, 21.3, 97.0, 07, "Milwaukee Bucks"
0.268, 15.4, 83.1, 0.474150664697, 0.35, 15.2, 11.8, 29.6, 19.9, 14.5, 7.5, 3.7, 5.7, 23.0, 95.6, 07, "Minnesota Timberwolves"
0.415, 17.4, 78.7, 0.468189233279, 0.348, 20.1, 11.1, 30.7, 23.5, 15.0, 6.4, 4.8, 4.4, 22.6, 95.8, 07, "New Jersey Nets"
0.683, 19.8, 82.9, 0.48969889065, 0.389, 16.0, 11.4, 30.4, 21.8, 11.9, 7.8, 3.9, 4.0, 18.7, 100.9, 07, "New Orleans Hornets"
0.28, 17.7, 82.4, 0.466769706337, 0.337, 18.6, 12.5, 30.0, 18.7, 14.5, 6.4, 2.6, 5.2, 21.5, 96.9, 07, "New York Knicks"
0.634, 25.3, 78.6, 0.515947467167, 0.386, 20.1, 9.4, 32.6, 20.8, 14.3, 6.3, 4.1, 4.2, 20.6, 104.5, 07, "Orlando Magic"
0.488, 11.6, 81.1, 0.48345323741, 0.317, 18.4, 13.0, 28.9, 20.4, 14.3, 8.7, 4.9, 5.1, 19.8, 96.6, 07, "Philadelphia 76ers"
0.671, 21.5, 82.7, 0.537581699346, 0.393, 18.9, 8.8, 32.7, 26.7, 14.4, 6.5, 6.3, 3.8, 19.9, 110.1, 07, "Phoenix Suns"
0.5, 17.4, 79.8, 0.467948717949, 0.377, 17.2, 11.0, 29.7, 21.1, 12.9, 5.5, 4.4, 3.7, 20.0, 95.4, 07, "Portland Trail Blazers"
0.463, 16.7, 80.0, 0.488151658768, 0.373, 22.1, 10.1, 30.0, 19.1, 16.1, 7.9, 4.1, 5.5, 22.4, 102.5, 07, "Sacramento Kings"
0.683, 19.6, 78.3, 0.487223168654, 0.369, 16.5, 9.4, 31.9, 21.0, 12.6, 6.4, 4.1, 4.4, 18.7, 95.4, 07, "San Antonio Spurs"
0.244, 11.5, 85.8, 0.461641991925, 0.333, 17.5, 11.8, 32.8, 21.3, 16.0, 6.5, 4.9, 5.4, 20.5, 97.5, 07, "Seattle SuperSonics"
0.5, 17.8, 82.0, 0.489096573209, 0.392, 16.4, 9.6, 30.4, 23.8, 11.7, 7.0, 4.1, 4.1, 19.5, 100.2, 07, "Toronto Raptors"
0.659, 13.4, 80.4, 0.522388059701, 0.372, 21.3, 11.5, 29.4, 26.4, 14.6, 8.7, 4.3, 5.1, 24.0, 106.2, 07, "Utah Jazz"
0.524, 19.7, 81.6, 0.474959612278, 0.356, 19.0, 12.3, 29.3, 19.6, 13.2, 7.7, 4.8, 4.4, 19.6, 98.8, 07, "Washington Wizards"
0.573, 19.9, 78.7, 0.488095238095, 0.366, 18.7, 10.6, 29.4, 20.2, 12.8, 7.4, 4.6, 4.3, 19.6, 98.1, 08, "Atlanta Hawks"
0.756, 16.5, 77.2, 0.509060955519, 0.397, 19.4, 10.6, 31.5, 22.7, 15.6, 7.6, 4.7, 4.7, 23.1, 100.9, 08, "Boston Celtics"
0.427, 16.3, 76.8, 0.479338842975, 0.366, 17.7, 10.8, 28.9, 21.2, 15.6, 7.1, 4.8, 6.0, 21.4, 93.6, 08, "Charlotte Bobcats"
0.5, 15.8, 83.5, 0.474150664697, 0.381, 19.9, 11.8, 30.3, 21.1, 14.5, 7.5, 5.5, 5.5, 20.8, 102.2, 08, "Chicago Bulls"
0.805, 20.4, 78.7, 0.495711835334, 0.393, 18.6, 10.8, 31.4, 20.3, 12.7, 7.2, 5.3, 4.1, 20.3, 100.3, 08, "Cleveland Cavaliers"
0.61, 19.9, 82.6, 0.496012759171, 0.35, 18.5, 11.1, 31.6, 21.7, 12.7, 7.2, 5.2, 4.1, 19.5, 101.7, 08, "Dallas Mavericks"
0.659, 18.0, 79.4, 0.498371335505, 0.371, 23.1, 11.0, 30.6, 22.2, 15.3, 8.7, 6.0, 5.5, 22.9, 104.3, 08, "Denver Nuggets"
0.476, 13.2, 80.0, 0.476047904192, 0.349, 16.9, 11.6, 29.9, 20.6, 11.9, 6.0, 4.6, 4.2, 20.9, 94.2, 08, "Detroit Pistons"
0.354, 18.0, 86.0, 0.480882352941, 0.373, 23.1, 11.6, 30.4, 20.9, 14.6, 7.8, 6.4, 5.0, 22.5, 108.6, 08, "Golden State Warriors"
0.646, 20.2, 79.6, 0.479797979798, 0.375, 18.7, 10.5, 32.5, 20.3, 14.1, 6.7, 4.3, 5.3, 18.9, 98.4, 08, "Houston Rockets"
0.439, 21.0, 86.3, 0.47932618683, 0.378, 18.6, 11.3, 32.5, 21.6, 14.5, 7.0, 5.3, 5.4, 23.1, 105.1, 08, "Indiana Pacers"
0.232, 18.5, 81.7, 0.466772151899, 0.354, 16.5, 10.9, 29.0, 21.0, 14.9, 7.0, 5.9, 5.0, 20.1, 95.1, 08, "Los Angeles Clippers"
0.793, 18.5, 85.1, 0.504504504505, 0.361, 19.6, 12.4, 31.5, 23.3, 13.5, 8.8, 5.1, 4.8, 20.7, 106.9, 08, "Los Angeles Lakers"
0.293, 13.5, 77.0, 0.472440944882, 0.36, 19.1, 10.3, 28.5, 17.4, 15.3, 7.5, 4.7, 5.4, 21.7, 93.9, 08, "Memphis Grizzlies"
0.524, 19.9, 81.0, 0.489361702128, 0.357, 17.2, 10.1, 29.4, 20.4, 12.5, 7.9, 5.5, 4.1, 20.7, 98.3, 08, "Miami Heat"
0.415, 17.2, 82.4, 0.467791411043, 0.363, 19.7, 11.9, 28.9, 22.0, 14.1, 7.4, 3.8, 4.6, 24.2, 99.3, 08, "Milwaukee Bucks"
0.293, 18.8, 82.5, 0.467817896389, 0.353, 18.3, 11.9, 29.8, 20.4, 14.2, 6.2, 3.9, 5.9, 21.8, 97.8, 08, "Minnesota Timberwolves"
0.415, 21.2, 79.7, 0.473504273504, 0.376, 18.8, 10.4, 29.5, 20.0, 13.1, 6.8, 4.8, 4.8, 22.4, 98.1, 08, "New Jersey Nets"
0.598, 18.6, 77.6, 0.486440677966, 0.364, 18.0, 9.8, 29.9, 19.6, 12.5, 7.2, 4.1, 3.5, 20.3, 95.8, 08, "New Orleans Hornets"
0.39, 27.9, 86.5, 0.486348122867, 0.36, 18.2, 11.1, 31.0, 21.2, 14.3, 7.4, 2.5, 5.3, 20.4, 105.2, 08, "New York Knicks"
0.28, 11.6, 81.9, 0.46372688478, 0.346, 19.8, 12.2, 30.5, 20.3, 16.2, 7.4, 4.5, 5.0, 20.2, 97.0, 08, "Oklahoma City Thunder"
0.72, 26.2, 78.2, 0.494230769231, 0.381, 19.6, 10.0, 33.3, 19.4, 13.9, 7.0, 5.4, 3.8, 20.3, 101.0, 08, "Orlando Magic"
0.5, 13.1, 79.7, 0.484984984985, 0.318, 20.1, 12.7, 28.5, 20.1, 14.1, 8.0, 5.1, 4.9, 20.1, 97.4, 08, "Philadelphia 76ers"
0.561, 17.6, 81.6, 0.5375, 0.383, 20.4, 11.0, 30.7, 23.2, 15.7, 7.2, 5.1, 4.5, 20.6, 109.4, 08, "Phoenix Suns"
0.659, 19.0, 79.2, 0.490033222591, 0.383, 18.5, 12.9, 28.8, 20.3, 12.9, 6.7, 4.9, 3.9, 20.4, 99.4, 08, "Portland Trail Blazers"
0.207, 19.4, 81.5, 0.473429951691, 0.368, 20.5, 10.2, 28.9, 19.7, 15.4, 6.9, 4.3, 5.2, 23.3, 100.6, 08, "Sacramento Kings"
0.659, 19.8, 79.7, 0.492487479132, 0.386, 15.2, 8.9, 32.2, 21.2, 11.7, 5.8, 4.0, 4.3, 18.9, 97.0, 08, "San Antonio Spurs"
0.402, 15.7, 81.4, 0.477929984779, 0.372, 18.7, 9.8, 30.6, 22.4, 13.4, 6.4, 4.8, 4.7, 19.4, 99.0, 08, "Toronto Raptors"
0.585, 13.7, 80.8, 0.499254843517, 0.349, 22.1, 11.5, 29.5, 24.7, 14.8, 8.8, 4.6, 5.2, 22.3, 103.6, 08, "Utah Jazz"
0.232, 14.6, 81.2, 0.475975975976, 0.33, 18.2, 11.7, 28.4, 20.0, 14.0, 7.5, 4.5, 5.3, 20.5, 96.1, 08, "Washington Wizards"
0.646, 17.7, 82.9, 0.496932515337, 0.36, 17.7, 11.8, 29.9, 21.8, 12.0, 7.2, 5.0, 4.4, 19.9, 101.7, 09, "Atlanta Hawks"
0.61, 17.5, 76.8, 0.522765598651, 0.348, 19.0, 8.7, 29.9, 23.5, 14.9, 8.5, 4.9, 4.7, 22.1, 99.2, 09, "Boston Celtics"
0.537, 16.2, 76.9, 0.482701812191, 0.346, 20.0, 10.5, 30.4, 20.2, 15.7, 7.7, 5.4, 6.1, 19.5, 95.3, 09, "Charlotte Bobcats"
0.5, 13.0, 83.2, 0.474358974359, 0.33, 18.0, 11.4, 33.1, 20.8, 14.3, 6.5, 5.8, 5.3, 20.1, 97.5, 09, "Chicago Bulls"
0.744, 19.3, 77.9, 0.5204778157, 0.381, 19.1, 9.6, 32.8, 22.4, 13.9, 6.9, 5.2, 4.0, 19.4, 102.1, 09, "Cleveland Cavaliers"
0.671, 18.3, 82.4, 0.491419656786, 0.372, 18.6, 10.2, 31.5, 23.4, 12.9, 7.6, 5.5, 4.1, 19.1, 102.0, 09, "Dallas Mavericks"
0.646, 18.5, 81.4, 0.50079491256, 0.359, 23.6, 10.8, 30.5, 21.0, 13.9, 8.3, 5.1, 5.3, 22.5, 106.5, 09, "Denver Nuggets"
0.329, 14.5, 80.5, 0.474242424242, 0.314, 17.7, 12.8, 27.3, 19.4, 13.4, 7.3, 3.8, 4.9, 22.2, 94.0, 09, "Detroit Pistons"
0.317, 20.6, 86.5, 0.499241274659, 0.375, 19.9, 9.2, 29.2, 22.4, 14.7, 9.3, 4.1, 5.0, 23.0, 108.8, 09, "Golden State Warriors"
0.512, 22.4, 84.4, 0.48064516129, 0.351, 19.0, 11.8, 30.1, 21.8, 14.5, 7.1, 3.9, 6.5, 20.9, 102.4, 09, "Houston Rockets"
0.39, 23.1, 83.2, 0.479201331115, 0.348, 19.1, 9.6, 31.9, 21.1, 15.0, 7.1, 5.4, 5.0, 22.5, 100.8, 09, "Indiana Pacers"
0.354, 17.8, 80.5, 0.489633173844, 0.332, 16.6, 11.3, 30.5, 22.1, 15.7, 6.5, 5.7, 4.4, 19.3, 95.7, 09, "Los Angeles Clippers"
0.695, 19.0, 83.8, 0.490740740741, 0.341, 18.5, 11.9, 32.5, 21.1, 13.4, 7.5, 4.9, 4.4, 19.4, 101.7, 09, "Los Angeles Lakers"
0.488, 12.4, 83.8, 0.491596638655, 0.337, 19.7, 13.0, 30.4, 18.8, 15.2, 7.9, 4.9, 6.1, 20.2, 102.5, 09, "Memphis Grizzlies"
0.573, 17.4, 79.5, 0.489533011272, 0.346, 17.7, 10.7, 31.1, 18.9, 13.2, 7.4, 5.6, 4.3, 20.9, 96.5, 09, "Miami Heat"
0.561, 22.1, 85.3, 0.463607594937, 0.356, 15.4, 11.8, 31.2, 21.2, 13.2, 7.1, 4.7, 5.1, 22.2, 97.7, 09, "Milwaukee Bucks"
0.183, 14.4, 84.4, 0.471428571429, 0.341, 17.5, 11.7, 31.2, 19.8, 16.3, 7.3, 3.7, 5.4, 20.7, 98.2, 09, "Minnesota Timberwolves"
0.146, 14.5, 79.9, 0.454128440367, 0.318, 19.2, 10.9, 28.8, 18.8, 14.4, 7.0, 4.8, 5.1, 20.0, 92.4, 09, "New Jersey Nets"
0.451, 19.2, 83.4, 0.495327102804, 0.363, 15.8, 10.4, 29.9, 22.3, 13.5, 7.6, 3.7, 4.5, 19.6, 100.2, 09, "New Orleans Hornets"
0.354, 26.2, 83.9, 0.50259965338, 0.346, 16.8, 10.2, 30.2, 21.6, 14.0, 7.1, 3.7, 4.5, 20.0, 102.1, 09, "New York Knicks"
0.61, 15.0, 80.8, 0.490881458967, 0.34, 21.7, 11.7, 31.8, 20.0, 15.0, 8.0, 5.9, 4.7, 21.3, 101.5, 09, "Oklahoma City Thunder"
0.72, 27.3, 78.0, 0.518737672584, 0.375, 19.2, 9.9, 33.4, 19.7, 14.1, 6.2, 5.6, 3.5, 19.9, 102.8, 09, "Orlando Magic"
0.329, 16.8, 81.8, 0.489230769231, 0.343, 16.7, 11.5, 29.5, 21.0, 14.5, 8.1, 5.4, 4.0, 20.5, 97.7, 09, "Philadelphia 76ers"
0.659, 21.6, 82.8, 0.519607843137, 0.412, 19.9, 11.1, 31.9, 23.3, 14.8, 5.8, 5.1, 4.5, 20.9, 110.2, 09, "Phoenix Suns"
0.61, 16.9, 78.7, 0.490291262136, 0.354, 19.6, 11.1, 29.1, 20.4, 12.3, 6.4, 4.3, 4.1, 20.9, 98.1, 09, "Portland Trail Blazers"
0.305, 16.9, 84.1, 0.482142857143, 0.349, 17.4, 11.9, 30.7, 20.5, 15.0, 6.9, 4.5, 5.7, 22.3, 100.0, 09, "Sacramento Kings"
0.61, 18.9, 81.2, 0.507223113965, 0.358, 17.8, 10.8, 32.0, 22.3, 13.6, 6.3, 4.6, 5.1, 20.4, 101.4, 09, "San Antonio Spurs"
0.488, 17.0, 80.9, 0.511737089202, 0.371, 19.7, 9.8, 30.6, 22.0, 13.4, 5.7, 4.7, 4.4, 22.2, 104.1, 09, "Toronto Raptors"
0.646, 14.7, 80.2, 0.519083969466, 0.364, 20.2, 10.6, 31.6, 26.7, 15.2, 8.2, 4.9, 5.4, 22.7, 104.2, 09, "Utah Jazz"
0.317, 14.9, 81.7, 0.47005988024, 0.353, 17.6, 11.8, 30.0, 19.0, 14.9, 6.0, 5.1, 5.1, 21.4, 96.2, 09, "Washington Wizards"
0.537, 17.4, 78.4, 0.493442622951, 0.352, 16.4, 9.3, 30.0, 22.0, 13.6, 6.1, 4.2, 4.2, 19.0, 95.0, 10, "Atlanta Hawks"
0.683, 13.6, 75.8, 0.512861736334, 0.365, 17.8, 7.8, 31.0, 23.4, 14.6, 8.2, 4.2, 4.4, 20.5, 96.5, 10, "Boston Celtics"
0.415, 14.7, 77.6, 0.48012718601, 0.327, 18.4, 10.3, 29.8, 21.1, 14.5, 6.4, 5.3, 6.0, 20.0, 93.3, 10, "Charlotte Bobcats"
0.756, 17.3, 80.3, 0.490476190476, 0.361, 18.2, 11.8, 32.4, 22.3, 14.2, 7.2, 5.7, 5.8, 20.0, 98.6, 10, "Chicago Bulls"
0.232, 18.2, 81.1, 0.461049284579, 0.342, 18.9, 10.4, 29.9, 21.0, 14.2, 6.6, 4.2, 6.0, 20.1, 95.5, 10, "Cleveland Cavaliers"
0.695, 21.6, 78.8, 0.515734265734, 0.365, 17.5, 9.5, 31.9, 23.8, 14.0, 6.8, 4.3, 3.7, 19.2, 100.2, 10, "Dallas Mavericks"
