WPCT, FG3A, FGA, FG2PCT, FG3PCT, FTM, OREB, DREB, AST, TOV, STL, BLK, BLKA, PF, PTS, year, team
0.61, 20.8, 80.6, 0.506688963211, 0.388, 22.7, 9.6, 32.3, 22.1, 14.1, 7.4, 4.3, 6.0, 21.0, 107.5, 10, "Denver Nuggets"
0.366, 15.3, 81.1, 0.478723404255, 0.376, 16.7, 11.4, 27.3, 21.1, 13.0, 7.3, 4.0, 4.6, 19.9, 97.0, 10, "Detroit Pistons"
0.439, 21.3, 85.9, 0.482972136223, 0.392, 15.7, 11.6, 28.9, 22.5, 14.6, 9.0, 5.0, 4.3, 22.0, 103.4, 10, "Golden State Warriors"
0.524, 22.5, 85.1, 0.485623003195, 0.367, 20.3, 11.7, 31.1, 23.8, 13.5, 7.1, 4.5, 5.5, 20.0, 105.9, 10, "Houston Rockets"
0.451, 20.2, 82.8, 0.47124600639, 0.354, 19.4, 11.1, 32.4, 19.6, 15.4, 7.1, 5.6, 5.7, 21.7, 99.8, 10, "Indiana Pacers"
0.39, 18.5, 80.4, 0.492730210016, 0.338, 18.9, 11.6, 30.5, 22.1, 16.4, 7.1, 4.9, 4.9, 21.1, 98.6, 10, "Los Angeles Clippers"
0.695, 18.1, 82.4, 0.49300155521, 0.352, 18.8, 12.1, 31.9, 22.0, 13.1, 7.3, 5.1, 4.5, 19.0, 101.5, 10, "Los Angeles Lakers"
0.561, 11.3, 82.9, 0.491620111732, 0.334, 18.1, 11.8, 29.2, 20.6, 14.0, 9.4, 5.4, 6.2, 20.8, 99.9, 10, "Memphis Grizzlies"
0.707, 18.0, 76.8, 0.515306122449, 0.37, 21.5, 9.6, 32.5, 20.0, 13.9, 6.6, 5.2, 3.0, 20.4, 102.1, 10, "Miami Heat"
0.427, 17.2, 79.8, 0.453674121406, 0.342, 17.4, 10.5, 30.2, 18.8, 13.5, 7.5, 4.9, 4.8, 20.5, 91.9, 10, "Milwaukee Bucks"
0.207, 19.1, 85.5, 0.459337349398, 0.376, 18.5, 13.2, 31.2, 20.1, 17.0, 7.2, 5.1, 5.5, 22.3, 101.1, 10, "Minnesota Timberwolves"
0.293, 16.3, 81.0, 0.463678516229, 0.343, 17.4, 11.1, 29.8, 21.0, 14.0, 5.6, 4.7, 4.6, 22.0, 94.2, 10, "New Jersey Nets"
0.561, 15.0, 78.2, 0.482594936709, 0.36, 17.7, 10.0, 30.1, 20.6, 13.0, 7.6, 4.4, 4.8, 21.0, 94.9, 10, "New Orleans Hornets"
0.512, 25.4, 83.7, 0.497427101201, 0.368, 20.6, 10.3, 30.1, 21.4, 13.7, 7.6, 5.8, 4.4, 21.3, 106.5, 10, "New York Knicks"
0.671, 17.1, 80.6, 0.496062992126, 0.347, 24.1, 11.0, 31.8, 20.4, 14.1, 8.0, 5.9, 4.3, 22.4, 104.8, 10, "Oklahoma City Thunder"
0.634, 25.6, 78.2, 0.505703422053, 0.366, 17.7, 10.5, 32.7, 20.0, 14.9, 6.7, 4.7, 3.8, 20.0, 99.2, 10, "Orlando Magic"
0.5, 15.2, 82.6, 0.485163204748, 0.355, 17.4, 10.4, 31.4, 22.7, 13.0, 7.6, 4.3, 4.6, 19.4, 99.0, 10, "Philadelphia 76ers"
0.488, 22.6, 83.5, 0.505747126437, 0.377, 18.0, 10.0, 30.2, 23.7, 14.3, 6.6, 4.4, 4.3, 20.3, 105.0, 10, "Phoenix Suns"
0.585, 18.3, 80.5, 0.477491961415, 0.345, 18.0, 12.1, 27.2, 21.2, 13.0, 8.0, 4.4, 4.1, 19.3, 96.3, 10, "Portland Trail Blazers"
0.293, 15.6, 85.1, 0.474820143885, 0.335, 17.7, 13.1, 30.8, 20.4, 16.1, 7.4, 4.8, 5.7, 22.0, 99.4, 10, "Sacramento Kings"
0.744, 21.1, 80.8, 0.502512562814, 0.397, 18.5, 10.1, 31.7, 22.4, 13.4, 7.3, 4.5, 4.6, 19.0, 103.7, 10, "San Antonio Spurs"
0.268, 13.3, 82.4, 0.493487698987, 0.316, 18.2, 11.7, 28.6, 21.9, 14.7, 7.1, 4.3, 5.6, 22.0, 99.1, 10, "Toronto Raptors"
0.476, 15.3, 80.4, 0.493087557604, 0.346, 19.4, 11.0, 28.5, 23.4, 14.3, 7.7, 5.9, 5.0, 22.7, 99.4, 10, "Utah Jazz"
0.28, 14.4, 84.0, 0.465517241379, 0.332, 18.2, 12.4, 29.0, 19.4, 15.3, 8.1, 6.1, 5.0, 22.6, 97.3, 10, "Washington Wizards"
0.606, 20.2, 81.0, 0.481907894737, 0.37, 15.5, 9.9, 31.3, 22.4, 14.0, 8.1, 4.6, 4.7, 17.8, 96.6, 11, "Atlanta Hawks"
0.591, 15.0, 77.1, 0.48309178744, 0.367, 15.4, 7.7, 31.1, 23.6, 14.8, 7.5, 5.5, 4.6, 19.9, 91.8, 11, "Boston Celtics"
0.106, 13.5, 80.2, 0.437781109445, 0.295, 16.5, 10.3, 28.7, 20.1, 14.5, 6.0, 5.5, 5.7, 18.9, 87.0, 11, "Charlotte Bobcats"
0.758, 16.9, 82.8, 0.471927162367, 0.375, 15.2, 13.9, 32.8, 23.1, 14.0, 6.9, 5.9, 5.2, 17.3, 96.3, 11, "Chicago Bulls"
0.318, 19.3, 81.2, 0.445880452342, 0.346, 17.8, 12.7, 29.5, 19.8, 15.4, 7.1, 4.0, 6.2, 20.0, 93.0, 11, "Cleveland Cavaliers"
0.545, 22.2, 82.0, 0.481605351171, 0.339, 15.6, 10.1, 32.7, 20.9, 14.0, 8.6, 5.1, 4.0, 18.6, 95.8, 11, "Dallas Mavericks"
0.576, 19.9, 81.9, 0.522580645161, 0.332, 19.6, 11.2, 31.9, 24.0, 15.4, 8.2, 5.0, 6.7, 19.7, 104.1, 11, "Denver Nuggets"
0.379, 13.9, 79.3, 0.457186544343, 0.346, 16.6, 11.7, 28.5, 18.7, 15.7, 7.0, 4.2, 5.3, 19.6, 90.9, 11, "Detroit Pistons"
0.348, 20.5, 82.5, 0.48064516129, 0.388, 14.4, 9.7, 29.5, 22.3, 13.9, 8.0, 5.5, 5.0, 21.4, 97.8, 11, "Golden State Warriors"
0.515, 20.2, 84.0, 0.478056426332, 0.359, 15.4, 11.7, 30.5, 21.3, 14.5, 7.5, 4.8, 5.2, 20.4, 98.1, 11, "Houston Rockets"
0.636, 16.1, 81.4, 0.456355283308, 0.368, 20.4, 12.5, 31.4, 18.6, 14.0, 7.9, 5.4, 6.0, 21.7, 97.7, 11, "Indiana Pacers"
0.606, 21.8, 81.3, 0.490756302521, 0.357, 15.8, 12.1, 29.4, 21.0, 13.3, 8.4, 4.8, 4.5, 21.2, 97.5, 11, "Los Angeles Clippers"
0.621, 16.8, 80.6, 0.490595611285, 0.326, 18.2, 12.1, 34.1, 22.5, 15.1, 5.9, 5.3, 4.6, 16.8, 97.3, 11, "Los Angeles Lakers"
0.621, 12.9, 82.2, 0.468975468975, 0.326, 17.3, 12.6, 29.5, 19.5, 14.5, 9.6, 5.2, 5.5, 19.9, 95.0, 11, "Memphis Grizzlies"
0.697, 15.6, 79.0, 0.496845425868, 0.359, 18.8, 10.4, 31.2, 20.0, 15.2, 8.9, 5.4, 4.2, 19.4, 98.5, 11, "Miami Heat"
0.47, 19.2, 85.6, 0.471385542169, 0.345, 16.6, 12.4, 30.0, 23.5, 14.1, 8.3, 5.1, 4.5, 19.3, 99.0, 11, "Milwaukee Bucks"
0.394, 21.6, 82.3, 0.469522240527, 0.332, 19.4, 12.1, 31.7, 19.5, 15.2, 6.6, 4.4, 5.7, 18.4, 97.9, 11, "Minnesota Timberwolves"
0.333, 22.4, 80.6, 0.45704467354, 0.342, 16.9, 11.9, 28.5, 19.9, 15.1, 7.5, 3.9, 5.0, 19.2, 93.1, 11, "New Jersey Nets"
0.318, 11.8, 77.3, 0.471755725191, 0.333, 16.0, 11.0, 30.2, 20.7, 15.5, 7.4, 4.8, 5.8, 20.1, 89.6, 11, "New Orleans Hornets"
0.545, 23.3, 80.8, 0.486956521739, 0.336, 18.3, 11.3, 30.5, 20.1, 16.0, 9.4, 4.2, 5.1, 21.1, 97.8, 11, "New York Knicks"
0.712, 20.0, 79.2, 0.508445945946, 0.358, 21.3, 11.0, 32.7, 18.5, 16.3, 7.5, 8.2, 4.9, 20.5, 103.1, 11, "Oklahoma City Thunder"
0.561, 27.0, 78.2, 0.474609375, 0.375, 15.1, 11.2, 31.2, 20.0, 14.9, 6.8, 4.2, 4.1, 17.7, 94.2, 11, "Orlando Magic"
0.53, 14.6, 83.6, 0.465217391304, 0.362, 13.5, 10.7, 32.5, 22.0, 11.2, 8.0, 5.2, 4.8, 17.5, 93.6, 11, "Philadelphia 76ers"
0.5, 19.6, 82.5, 0.494435612083, 0.343, 16.0, 10.9, 30.8, 22.5, 14.1, 6.5, 5.5, 4.4, 18.7, 98.4, 11, "Phoenix Suns"
0.424, 20.9, 82.1, 0.477124183007, 0.346, 17.2, 11.1, 29.5, 20.4, 14.2, 8.0, 4.9, 4.8, 19.0, 97.2, 11, "Portland Trail Blazers"
0.333, 19.7, 86.5, 0.471556886228, 0.316, 17.1, 13.4, 29.5, 19.3, 14.4, 8.5, 4.9, 6.4, 19.5, 98.8, 11, "Sacramento Kings"
0.758, 21.3, 82.8, 0.507317073171, 0.393, 16.2, 10.3, 32.6, 23.2, 13.6, 7.4, 4.4, 5.0, 17.3, 103.7, 11, "San Antonio Spurs"
0.348, 16.3, 78.1, 0.467637540453, 0.34, 16.4, 10.6, 31.4, 20.9, 15.2, 6.5, 4.9, 4.9, 23.2, 90.7, 11, "Toronto Raptors"
0.545, 12.8, 83.8, 0.480281690141, 0.323, 19.1, 13.0, 31.1, 21.8, 14.2, 8.3, 5.8, 5.7, 21.8, 99.7, 11, "Utah Jazz"
0.303, 16.3, 83.0, 0.470764617691, 0.32, 15.3, 11.7, 29.9, 19.1, 15.3, 8.0, 6.3, 4.5, 21.3, 93.6, 11, "Washington Wizards"
0.537, 23.2, 81.0, 0.501730103806, 0.371, 14.1, 9.2, 31.6, 24.5, 14.9, 8.1, 4.5, 4.3, 18.0, 98.0, 12, "Atlanta Hawks"
0.506, 17.2, 79.7, 0.4944, 0.358, 16.3, 8.1, 31.3, 22.8, 14.6, 8.2, 4.5, 4.7, 21.2, 96.5, 12, "Boston Celtics"
0.598, 21.5, 79.8, 0.483704974271, 0.357, 17.5, 12.8, 30.0, 20.3, 14.7, 7.3, 4.8, 4.8, 18.3, 96.9, 12, "Brooklyn Nets"
0.256, 17.1, 81.1, 0.4484375, 0.335, 18.9, 11.2, 29.1, 19.4, 14.1, 7.2, 5.8, 6.9, 19.0, 93.4, 12, "Charlotte Bobcats"
0.549, 15.4, 81.7, 0.457013574661, 0.353, 16.4, 12.5, 30.7, 23.0, 14.3, 7.2, 5.1, 5.8, 19.7, 93.2, 12, "Chicago Bulls"
0.293, 19.3, 84.2, 0.459167950693, 0.346, 16.8, 12.2, 28.8, 20.7, 14.0, 7.9, 4.1, 6.8, 21.2, 96.5, 12, "Cleveland Cavaliers"
0.5, 19.9, 84.0, 0.489859594384, 0.372, 16.1, 9.4, 32.6, 23.2, 14.0, 7.9, 5.5, 4.1, 20.7, 101.1, 12, "Dallas Mavericks"
0.695, 18.5, 85.2, 0.514242878561, 0.343, 18.4, 13.3, 31.7, 24.4, 15.3, 9.3, 6.5, 6.8, 20.5, 106.1, 12, "Denver Nuggets"
0.354, 17.6, 81.0, 0.473186119874, 0.356, 15.9, 12.1, 30.0, 21.2, 15.1, 7.0, 4.9, 5.8, 19.8, 94.9, 12, "Detroit Pistons"
0.573, 19.9, 83.4, 0.475590551181, 0.403, 16.8, 10.8, 34.2, 22.5, 15.1, 6.9, 4.2, 4.9, 21.4, 101.2, 12, "Golden State Warriors"
0.549, 28.9, 82.7, 0.511152416357, 0.366, 19.2, 11.1, 32.3, 23.2, 16.4, 8.3, 4.4, 6.1, 20.3, 106.0, 12, "Houston Rockets"
0.605, 19.7, 80.6, 0.463054187192, 0.347, 17.6, 12.9, 33.0, 20.3, 15.1, 7.2, 6.3, 5.7, 20.0, 94.7, 12, "Indiana Pacers"
0.683, 21.4, 80.6, 0.521959459459, 0.358, 16.4, 11.4, 30.2, 23.9, 14.6, 9.6, 5.6, 4.1, 20.9, 101.1, 12, "Los Angeles Clippers"
0.549, 24.6, 81.0, 0.503546099291, 0.355, 19.3, 11.5, 33.3, 22.2, 15.0, 7.0, 5.2, 4.8, 17.9, 102.2, 12, "Los Angeles Lakers"
0.683, 13.5, 81.5, 0.461764705882, 0.345, 16.5, 12.9, 29.8, 20.9, 14.0, 8.6, 5.3, 5.5, 20.2, 93.4, 12, "Memphis Grizzlies"
0.805, 22.1, 77.4, 0.537070524412, 0.396, 17.4, 8.2, 30.4, 23.0, 13.9, 8.7, 5.4, 3.2, 18.7, 102.9, 12, "Miami Heat"
0.463, 20.4, 87.8, 0.456973293769, 0.36, 15.3, 13.0, 30.9, 22.9, 14.1, 8.4, 6.7, 4.4, 19.0, 98.9, 12, "Milwaukee Bucks"
0.378, 18.0, 81.7, 0.477237048666, 0.305, 18.5, 11.9, 30.2, 22.4, 14.8, 8.5, 4.7, 5.9, 18.4, 95.7, 12, "Minnesota Timberwolves"
0.329, 18.0, 80.4, 0.472756410256, 0.363, 15.5, 12.0, 29.6, 21.0, 14.5, 6.3, 5.4, 6.0, 20.4, 94.1, 12, "New Orleans Hornets"
0.659, 28.9, 81.6, 0.485768500949, 0.376, 16.0, 10.9, 29.7, 19.3, 12.0, 8.2, 3.6, 4.0, 20.1, 100.0, 12, "New York Knicks"
0.732, 19.4, 79.3, 0.514190317195, 0.377, 22.2, 10.4, 33.2, 21.4, 15.3, 8.3, 7.6, 3.9, 20.2, 105.7, 12, "Oklahoma City Thunder"
0.244, 18.7, 84.2, 0.480916030534, 0.329, 12.5, 10.9, 31.9, 22.8, 14.5, 6.4, 4.4, 5.2, 19.4, 94.1, 12, "Orlando Magic"
0.415, 17.5, 84.1, 0.465465465465, 0.36, 12.2, 10.9, 30.4, 22.8, 13.0, 7.4, 4.7, 4.8, 18.4, 93.2, 12, "Philadelphia 76ers"
0.305, 17.7, 84.4, 0.470764617691, 0.33, 14.7, 11.7, 29.9, 22.6, 15.6, 8.0, 5.3, 5.1, 20.6, 95.2, 12, "Phoenix Suns"
0.402, 23.2, 81.9, 0.485519591141, 0.353, 15.9, 10.7, 30.2, 21.8, 14.7, 6.6, 4.3, 4.4, 18.5, 97.5, 12, "Portland Trail Blazers"
0.341, 20.5, 84.2, 0.47409733124, 0.363, 17.5, 11.5, 29.1, 20.8, 14.6, 8.2, 4.2, 6.3, 20.9, 100.2, 12, "Sacramento Kings"
0.707, 21.5, 81.4, 0.517529215359, 0.376, 16.6, 8.1, 33.2, 25.1, 14.7, 8.5, 5.4, 4.9, 17.4, 103.0, 12, "San Antonio Spurs"
0.415, 20.3, 81.5, 0.478758169935, 0.343, 17.6, 10.6, 29.6, 21.5, 13.7, 7.3, 4.8, 4.7, 22.4, 97.2, 12, "Toronto Raptors"
0.524, 16.9, 81.8, 0.476117103236, 0.366, 17.5, 12.1, 30.0, 22.7, 14.8, 8.4, 6.3, 5.9, 21.3, 98.0, 12, "Utah Jazz"
0.354, 18.2, 81.6, 0.455835962145, 0.365, 15.6, 10.8, 32.3, 21.6, 15.1, 7.3, 4.6, 4.4, 20.5, 93.2, 12, "Washington Wizards"
0.463, 25.8, 81.6, 0.5, 0.363, 17.0, 8.7, 31.3, 24.9, 15.3, 8.3, 4.0, 4.3, 19.2, 101.0, 13, "Atlanta Hawks"
0.305, 21.1, 83.9, 0.46974522293, 0.333, 16.2, 12.0, 30.5, 21.0, 15.4, 7.1, 4.2, 4.5, 21.3, 96.2, 13, "Boston Celtics"
0.537, 23.4, 77.9, 0.497247706422, 0.369, 18.4, 8.8, 29.4, 20.9, 14.5, 8.6, 3.8, 4.1, 21.7, 98.5, 13, "Brooklyn Nets"
0.524, 17.9, 82.1, 0.467289719626, 0.351, 18.0, 9.5, 33.2, 21.7, 12.3, 6.1, 5.1, 5.1, 18.2, 96.9, 13, "Charlotte Bobcats"
0.585, 17.8, 80.2, 0.456730769231, 0.348, 18.1, 11.4, 32.7, 22.7, 14.9, 7.2, 5.2, 6.0, 19.1, 93.7, 13, "Chicago Bulls"
0.402, 20.0, 84.8, 0.461419753086, 0.356, 17.0, 12.1, 32.1, 21.2, 14.2, 7.1, 3.7, 5.6, 20.0, 98.2, 13, "Cleveland Cavaliers"
0.598, 22.9, 83.6, 0.507413509061, 0.384, 16.8, 10.2, 30.7, 23.6, 13.5, 8.6, 4.3, 3.5, 20.0, 104.8, 13, "Dallas Mavericks"
0.439, 23.9, 85.9, 0.48064516129, 0.358, 19.1, 12.3, 33.1, 22.4, 15.9, 7.5, 5.6, 5.6, 23.0, 104.4, 13, "Denver Nuggets"
0.354, 19.3, 86.9, 0.48224852071, 0.321, 17.3, 14.6, 30.8, 20.9, 14.5, 8.4, 4.8, 4.9, 20.3, 101.0, 13, "Detroit Pistons"
0.622, 24.8, 85.4, 0.496699669967, 0.38, 15.9, 10.9, 34.4, 23.3, 15.2, 7.8, 5.0, 4.2, 21.8, 104.3, 13, "Golden State Warriors"
0.659, 26.6, 80.5, 0.528756957328, 0.358, 22.1, 11.2, 34.1, 21.4, 16.1, 7.6, 5.6, 5.6, 20.4, 107.7, 13, "Houston Rockets"
0.683, 18.8, 80.2, 0.477198697068, 0.357, 18.1, 10.2, 34.5, 20.1, 15.1, 6.7, 5.4, 4.6, 20.4, 96.7, 13, "Indiana Pacers"
0.695, 24.0, 82.5, 0.523076923077, 0.352, 21.2, 10.5, 32.5, 24.6, 13.9, 8.6, 4.8, 3.5, 21.5, 107.9, 13, "Los Angeles Clippers"
0.329, 24.8, 85.1, 0.479270315091, 0.381, 17.0, 9.1, 32.0, 24.5, 15.1, 7.5, 5.4, 4.7, 19.8, 103.0, 13, "Los Angeles Lakers"
0.61, 14.0, 82.0, 0.488235294118, 0.353, 15.1, 11.6, 30.8, 21.9, 13.7, 7.7, 4.6, 5.0, 19.1, 96.1, 13, "Memphis Grizzlies"
0.659, 22.3, 76.5, 0.557195571956, 0.364, 17.5, 7.6, 29.2, 22.5, 14.8, 8.9, 4.5, 3.1, 19.5, 102.2, 13, "Miami Heat"
0.183, 18.9, 82.2, 0.462875197472, 0.353, 16.8, 11.8, 29.3, 21.5, 15.1, 6.6, 4.9, 5.0, 20.9, 95.5, 13, "Milwaukee Bucks"
0.488, 21.4, 87.5, 0.478063540091, 0.341, 21.8, 12.5, 32.2, 23.9, 13.9, 8.8, 3.6, 5.6, 18.3, 106.9, 13, "Minnesota Timberwolves"
0.415, 15.9, 82.5, 0.478978978979, 0.373, 18.2, 11.4, 30.3, 21.3, 13.8, 7.9, 6.4, 6.1, 22.6, 99.7, 13, "New Orleans Pelicans"
0.451, 24.9, 82.2, 0.48167539267, 0.372, 15.5, 10.6, 29.7, 20.0, 13.0, 7.7, 4.5, 3.4, 22.1, 98.6, 13, "New York Knicks"
0.72, 22.4, 82.7, 0.512437810945, 0.361, 20.2, 10.8, 33.9, 21.9, 15.3, 8.3, 6.1, 3.6, 22.7, 106.2, 13, "Oklahoma City Thunder"
0.28, 19.5, 82.7, 0.474683544304, 0.353, 15.9, 9.7, 32.4, 21.0, 14.9, 7.7, 4.3, 5.4, 20.5, 96.5, 13, "Orlando Magic"
0.232, 22.5, 87.2, 0.477588871716, 0.312, 16.6, 11.6, 31.2, 21.8, 16.9, 9.3, 4.0, 6.8, 22.5, 99.5, 13, "Philadelphia 76ers"
0.585, 25.1, 83.5, 0.503424657534, 0.372, 18.5, 11.3, 31.7, 19.1, 15.3, 8.4, 4.6, 4.0, 21.9, 105.2, 13, "Phoenix Suns"
0.659, 25.3, 87.0, 0.481361426256, 0.372, 19.1, 12.5, 34.0, 23.2, 13.7, 5.5, 4.7, 3.7, 19.2, 106.7, 13, "Portland Trail Blazers"
0.341, 18.0, 82.5, 0.479069767442, 0.333, 20.7, 12.1, 32.4, 18.9, 15.2, 7.2, 3.9, 5.6, 22.5, 100.5, 13, "Sacramento Kings"
0.756, 21.4, 83.5, 0.51690821256, 0.397, 15.7, 9.3, 34.0, 25.2, 14.4, 7.4, 5.1, 4.6, 18.2, 105.4, 13, "San Antonio Spurs"
0.585, 23.4, 81.9, 0.475213675214, 0.372, 19.6, 11.4, 31.1, 21.2, 14.1, 7.0, 4.2, 4.3, 23.0, 101.3, 13, "Toronto Raptors"
0.305, 19.2, 81.1, 0.474959612278, 0.344, 16.4, 11.0, 30.2, 20.3, 14.6, 7.0, 4.5, 4.9, 20.7, 95.0, 13, "Utah Jazz"
0.537, 20.8, 84.4, 0.48427672956, 0.38, 15.3, 10.8, 31.4, 23.3, 14.7, 8.1, 4.6, 3.9, 20.4, 100.7, 13, "Washington Wizards"
0.732, 26.2, 81.7, 0.506306306306, 0.38, 16.5, 8.7, 31.8, 25.7, 14.2, 9.1, 4.6, 4.9, 17.8, 102.5, 14, "Atlanta Hawks"
0.488, 24.6, 87.9, 0.488151658768, 0.327, 15.4, 11.1, 32.7, 24.5, 13.8, 8.2, 3.6, 5.3, 21.2, 101.4, 14, "Boston Celtics"
0.463, 19.9, 83.0, 0.488114104596, 0.331, 16.6, 10.3, 32.0, 20.9, 13.8, 7.0, 4.1, 4.5, 19.3, 98.0, 14, "Brooklyn Nets"
0.402, 19.1, 84.5, 0.449541284404, 0.318, 17.0, 10.0, 34.1, 20.2, 11.9, 6.1, 5.5, 5.4, 18.2, 94.2, 14, "Charlotte Hornets"
0.61, 22.3, 82.9, 0.473597359736, 0.353, 19.7, 11.7, 34.0, 21.7, 14.0, 6.3, 5.8, 5.4, 18.2, 100.8, 14, "Chicago Bulls"
0.646, 27.5, 82.2, 0.504570383912, 0.367, 17.7, 11.1, 31.9, 22.1, 14.3, 7.4, 4.1, 4.5, 18.4, 103.1, 14, "Cleveland Cavaliers"
0.61, 25.4, 85.8, 0.509933774834, 0.352, 16.9, 10.5, 31.8, 22.5, 13.0, 8.1, 4.5, 3.8, 20.0, 105.2, 14, "Dallas Mavericks"
0.366, 24.8, 87.3, 0.4768, 0.325, 17.8, 12.3, 32.4, 21.8, 14.2, 7.8, 4.5, 6.1, 23.0, 101.5, 14, "Denver Nuggets"
0.39, 24.9, 85.8, 0.467980295567, 0.344, 15.8, 12.8, 32.1, 21.6, 13.4, 7.6, 4.7, 4.8, 19.0, 98.5, 14, "Detroit Pistons"
0.817, 27.0, 87.0, 0.513333333333, 0.398, 16.0, 10.4, 34.3, 27.4, 14.5, 9.3, 6.0, 3.6, 19.9, 110.0, 14, "Golden State Warriors"
0.683, 32.7, 83.3, 0.505928853755, 0.348, 18.6, 11.7, 32.0, 22.2, 16.7, 9.5, 5.0, 5.3, 22.0, 103.9, 14, "Houston Rockets"
0.463, 21.2, 83.2, 0.46935483871, 0.352, 16.7, 10.4, 34.4, 21.4, 14.0, 6.2, 4.6, 4.7, 21.2, 97.3, 14, "Indiana Pacers"
0.683, 26.9, 83.3, 0.519503546099, 0.376, 17.9, 9.6, 33.1, 24.8, 12.3, 7.8, 5.0, 3.0, 21.3, 106.7, 14, "Los Angeles Clippers"
0.256, 18.9, 85.6, 0.460269865067, 0.344, 17.5, 11.6, 32.3, 20.9, 13.2, 7.0, 4.5, 4.8, 21.2, 98.5, 14, "Los Angeles Lakers"
0.671, 15.2, 82.5, 0.484398216939, 0.339, 17.6, 10.4, 32.1, 21.7, 13.3, 8.5, 4.2, 5.2, 19.1, 98.3, 14, "Memphis Grizzlies"
0.451, 20.2, 77.2, 0.498245614035, 0.335, 17.5, 9.1, 30.0, 19.8, 14.8, 7.8, 4.5, 4.4, 20.0, 94.7, 14, "Miami Heat"
0.5, 18.3, 82.0, 0.486656200942, 0.363, 16.0, 10.7, 31.4, 23.6, 16.7, 9.6, 4.9, 4.8, 22.1, 97.8, 14, "Milwaukee Bucks"
0.195, 14.9, 83.2, 0.459736456808, 0.332, 20.0, 11.6, 29.3, 21.6, 15.0, 8.1, 4.0, 5.5, 19.2, 97.8, 14, "Minnesota Timberwolves"
0.549, 19.3, 82.9, 0.48427672956, 0.37, 16.4, 11.5, 32.0, 22.0, 13.3, 6.7, 6.2, 5.8, 18.7, 99.4, 14, "New Orleans Pelicans"
0.207, 19.7, 82.0, 0.454253611557, 0.347, 14.8, 10.6, 29.8, 21.3, 14.7, 7.0, 4.7, 4.3, 21.6, 91.9, 14, "New York Knicks"
0.549, 22.7, 86.8, 0.485179407176, 0.339, 18.6, 12.8, 34.7, 20.5, 14.7, 7.3, 5.5, 4.6, 22.3, 104.0, 14, "Oklahoma City Thunder"
0.305, 19.5, 82.8, 0.484992101106, 0.347, 13.9, 10.0, 31.8, 20.6, 14.9, 7.9, 3.8, 5.4, 20.9, 95.7, 14, "Orlando Magic"
0.22, 26.3, 82.6, 0.449378330373, 0.32, 16.1, 11.9, 30.9, 20.5, 17.7, 9.6, 5.9, 5.5, 21.7, 92.0, 14, "Philadelphia 76ers"
0.476, 25.0, 85.8, 0.498355263158, 0.341, 16.4, 10.9, 32.2, 20.2, 15.1, 8.5, 4.7, 4.1, 21.3, 102.4, 14, "Phoenix Suns"
0.622, 27.2, 86.0, 0.491496598639, 0.362, 15.5, 10.7, 35.1, 21.9, 13.6, 6.4, 4.5, 3.6, 18.2, 102.8, 14, "Portland Trail Blazers"
0.354, 16.5, 80.7, 0.484423676012, 0.341, 22.3, 10.9, 33.3, 20.3, 16.3, 6.7, 4.0, 6.2, 20.7, 101.3, 14, "Sacramento Kings"
0.671, 22.5, 83.6, 0.504091653028, 0.367, 16.7, 9.8, 33.8, 24.4, 14.0, 8.0, 5.4, 4.4, 19.1, 103.2, 14, "San Antonio Spurs"
0.598, 25.1, 83.3, 0.498281786942, 0.352, 19.3, 10.7, 30.8, 20.7, 12.9, 7.5, 4.4, 5.0, 20.9, 104.0, 14, "Toronto Raptors"
0.463, 21.7, 79.2, 0.486956521739, 0.343, 17.0, 12.0, 31.9, 19.9, 15.3, 7.6, 6.0, 4.7, 19.3, 95.1, 14, "Utah Jazz"
0.561, 16.8, 82.8, 0.487878787879, 0.36, 15.9, 10.5, 34.2, 24.0, 15.0, 7.3, 4.6, 4.3, 20.8, 98.5, 14, "Washington Wizards"
