0.000000000000000000e+00 -5.000000000000000000e+01 9.996872554713471803e-01 3.127445286528280559e-04
1.000000000000000000e+00 -5.000000000000000000e+01 9.996873222444826457e-01 3.126777555173986174e-04
2.000000000000000000e+00 -5.000000000000000000e+01 9.996873890033659560e-01 3.126109966340411407e-04
3.000000000000000000e+00 -5.000000000000000000e+01 9.996874557480003309e-01 3.125442519997145472e-04
4.000000000000000000e+00 -5.000000000000000000e+01 9.996875224783886571e-01 3.124775216113798181e-04
5.000000000000000000e+00 -5.000000000000000000e+01 9.996875891945340431e-01 3.124108054659982601e-04
6.000000000000000000e+00 -5.000000000000000000e+01 9.996876558964394865e-01 3.123441035605322639e-04
7.000000000000000000e+00 -5.000000000000000000e+01 9.996877225841080961e-01 3.122774158919433530e-04
8.000000000000000000e+00 -5.000000000000000000e+01 9.996877892575427582e-01 3.122107424571951648e-04
9.000000000000000000e+00 -5.000000000000000000e+01 9.996878559167468037e-01 3.121440832532515540e-04
1.000000000000000000e+01 -5.000000000000000000e+01 9.996879225617228970e-01 3.120774382770775675e-04
1.100000000000000000e+01 -5.000000000000000000e+01 9.996879891924743688e-01 3.120108075256371682e-04
1.200000000000000000e+01 -5.000000000000000000e+01 9.996880558090041058e-01 3.119441909958967042e-04
1.300000000000000000e+01 -5.000000000000000000e+01 9.996881224113152165e-01 3.118775886848231199e-04
1.400000000000000000e+01 -5.000000000000000000e+01 9.996881889994105874e-01 3.118110005893823841e-04
1.500000000000000000e+01 -5.000000000000000000e+01 9.996882555732934383e-01 3.117444267065426879e-04
1.600000000000000000e+01 -5.000000000000000000e+01 9.996883221329667668e-01 3.116778670332724936e-04
1.700000000000000000e+01 -5.000000000000000000e+01 9.996883886784334594e-01 3.116113215665412394e-04
1.800000000000000000e+01 -5.000000000000000000e+01 9.996884552096967358e-01 3.115447903033174959e-04
1.900000000000000000e+01 -5.000000000000000000e+01 9.996885217267594825e-01 3.114782732405721108e-04
2.000000000000000000e+01 -5.000000000000000000e+01 9.996885882296246972e-01 3.114117703752765820e-04
2.100000000000000000e+01 -5.000000000000000000e+01 9.996886547182955995e-01 3.113452817044013235e-04
2.200000000000000000e+01 -5.000000000000000000e+01 9.996887211927750760e-01 3.112788072249191343e-04
2.300000000000000000e+01 -5.000000000000000000e+01 9.996887876530662354e-01 3.112123469338029763e-04
2.400000000000000000e+01 -5.000000000000000000e+01 9.996888540991719641e-01 3.111459008280267327e-04
2.500000000000000000e+01 -5.000000000000000000e+01 9.996889205310954818e-01 3.110794689045635821e-04
2.600000000000000000e+01 -5.000000000000000000e+01 9.996889869488395641e-01 3.110130511603888172e-04
2.700000000000000000e+01 -5.000000000000000000e+01 9.996890533524075417e-01 3.109466475924779478e-04
2.800000000000000000e+01 -5.000000000000000000e+01 9.996891197418021902e-01 3.108802581978075135e-04
2.900000000000000000e+01 -5.000000000000000000e+01 9.996891861170266180e-01 3.108138829733532406e-04
3.000000000000000000e+01 -5.000000000000000000e+01 9.996892524780839340e-01 3.107475219160929698e-04
3.100000000000000000e+01 -5.000000000000000000e+01 9.996893188249770246e-01 3.106811750230054092e-04
3.200000000000000000e+01 -5.000000000000000000e+01 9.996893851577088874e-01 3.106148422910679657e-04
3.300000000000000000e+01 -5.000000000000000000e+01 9.996894514762827422e-01 3.105485237172605942e-04
3.400000000000000000e+01 -5.000000000000000000e+01 9.996895177807014754e-01 3.104822192985631953e-04
3.500000000000000000e+01 -5.000000000000000000e+01 9.996895840709680847e-01 3.104159290319569706e-04
3.600000000000000000e+01 -5.000000000000000000e+01 9.996896503470855677e-01 3.103496529144219836e-04
3.700000000000000000e+01 -5.000000000000000000e+01 9.996897166090570330e-01 3.102833909429407368e-04
3.800000000000000000e+01 -5.000000000000000000e+01 9.996897828568854782e-01 3.102171431144957331e-04
3.900000000000000000e+01 -5.000000000000000000e+01 9.996898490905739010e-01 3.101509094260706677e-04
4.000000000000000000e+01 -5.000000000000000000e+01 9.996899153101252988e-01 3.100846898746482602e-04
4.100000000000000000e+01 -5.000000000000000000e+01 9.996899815155427804e-01 3.100184844572135613e-04
4.200000000000000000e+01 -5.000000000000000000e+01 9.996900477068292323e-01 3.099522931707521635e-04
4.300000000000000000e+01 -5.000000000000000000e+01 9.996901138839877632e-01 3.098861160122486839e-04
4.400000000000000000e+01 -5.000000000000000000e+01 9.996901800470212596e-01 3.098199529786901246e-04
4.500000000000000000e+01 -5.000000000000000000e+01 9.996902461959329411e-01 3.097538040670634336e-04
4.600000000000000000e+01 -5.000000000000000000e+01 9.996903123307256944e-01 3.096876692743568598e-04
4.700000000000000000e+01 -5.000000000000000000e+01 9.996903784514024061e-01 3.096215485975576222e-04
