0.0 0.0 0.56517922871
1.0 2.0 0.588003114108
2.0 1.0 0.580980935346
3.0 3.0 0.610042578918
4.0 6.0 0.65760734685
5.0 6.0 0.666388673012
6.0 8.0 0.706029115116
7.0 10.0 0.747217058356
8.0 14.0 0.815876686496
9.0 17.0 0.864163863816
10.0 17.0 0.875082574771
11.0 19.0 0.905021755489
12.0 19.0 0.913759832203
13.0 19.0 0.921722866874
14.0 23.0 0.955489348427
15.0 23.0 0.960559234432
16.0 19.0 0.941545927849
17.0 20.0 0.953558301139
18.0 19.0 0.951906848932
19.0 23.0 0.975683090185
20.0 23.0 0.978445285322
21.0 19.0 0.964090095598
22.0 20.0 0.972275255831
23.0 22.0 0.982163235652
24.0 24.0 0.988827311515
25.0 27.0 0.994334705309
26.0 31.0 0.997725374114
27.0 33.0 0.998704910436
28.0 33.0 0.998910833051
29.0 33.0 0.999083527893
30.0 29.0 0.998168397607
31.0 29.0 0.998422955174
32.0 29.0 0.998641418309
33.0 28.0 0.99852456248
34.0 26.0 0.997950276018
35.0 22.0 0.995320024773
36.0 19.0 0.99132292774
37.0 16.0 0.983512289309
38.0 18.0 0.990701826229
39.0 13.0 0.9697773903
40.0 13.0 0.97142249839
41.0 13.0 0.97296574222
42.0 13.0 0.974413803034
43.0 12.0 0.968276481192
44.0 10.0 0.94807030644
45.0 7.0 0.889425965273
46.0 1.0 0.591933807739
47.0 -1.0 0.444118095326
