2 0.355311635005 =PCA explained variance
3 0.455984052221 =PCA explained variance
4 0.533589932941 =PCA explained variance
5 0.60030311512 =PCA explained variance
6 0.647777542421 =PCA explained variance
7 0.68939552047 =PCA explained variance
8 0.727681586335 =PCA explained variance
9 0.759011538982 =PCA explained variance
10 0.788110770842 =PCA explained variance
11 0.815618986029 =PCA explained variance
12 0.841467124388 =PCA explained variance
13 0.861861870704 =PCA explained variance
14 0.880027755797 =PCA explained variance
15 0.897876353421 =PCA explained variance
16 0.914100623134 =PCA explained variance
17 0.928548325066 =PCA explained variance
18 0.942318593399 =PCA explained variance
19 0.954864941302 =PCA explained variance
20 0.966458324319 =PCA explained variance
21 0.976090953723 =PCA explained variance
22 0.984862411507 =PCA explained variance
23 0.992470272475 =PCA explained variance
24 0.998237386984 =PCA explained variance

