2 0.54006438379 =PCA explained variance
3 0.672501990691 =PCA explained variance
4 0.735454349411 =PCA explained variance
5 0.778479191527 =PCA explained variance
6 0.814043211956 =PCA explained variance
7 0.843357649972 =PCA explained variance
8 0.867069905631 =PCA explained variance
9 0.883674203617 =PCA explained variance
10 0.897032094336 =PCA explained variance
11 0.909741521885 =PCA explained variance
12 0.921215843725 =PCA explained variance
13 0.931888066924 =PCA explained variance
14 0.9414395775 =PCA explained variance
15 0.950502987844 =PCA explained variance
16 0.958113923731 =PCA explained variance
17 0.965281887777 =PCA explained variance
18 0.971907489905 =PCA explained variance
19 0.977753415588 =PCA explained variance
20 0.983104272723 =PCA explained variance
21 0.988199210059 =PCA explained variance
22 0.992919623643 =PCA explained variance
23 0.996509507936 =PCA explained variance
24 0.998586170983 =PCA explained variance
