88	88	90.1674666666667
88	89	82.487
88	91	87.862
88	92	87.496
88	93	90.548
88	94	86.7624
88	95	93.9126666666667
88	97	89.7685
88	98	92.316
88	101	96.362
89	89	88.8250714285714
89	90	87.1815
89	91	84.8145454545455
89	92	86.2074285714286
89	93	88.4821212121212
89	94	89.7819444444444
89	95	89.1833
89	96	91.6524
89	97	89.679
89	98	92.4426666666667
89	99	97.051
89	101	98.7336666666667
89	102	97.051
90	88	84.601
90	89	89.18975
90	90	89.1067083333333
90	91	88.3411428571429
90	92	89.1368888888889
90	93	89.9431666666666
90	94	91.1353043478261
90	95	88.9138461538462
90	96	91.9470769230769
90	97	87.97
90	98	96.55375
91	88	85.9506666666667
91	89	88.4708181818182
91	90	88.0267
91	91	90.3198327526132
91	92	90.5321126760564
91	93	91.0790638297872
91	94	91.1092580645162
91	95	92.7853541666667
91	96	93.3351379310345
91	97	95.5742857142857
91	98	95.6913714285714
91	99	95.8025
91	102	96.304
92	89	88.2745714285714
92	90	88.6470697674419
92	91	90.2998881118881
92	92	91.6207469553451
92	93	91.5278478605388
92	94	92.7261502145922
92	95	93.4344
92	96	94.3783966244727
92	97	95.4629719626168
92	98	95.7290476190476
92	99	95.406
92	102	96.8555
93	88	86.4325714285714
93	89	86.6460869565217
93	90	90.3986666666667
93	91	90.8288658008658
93	92	92.1973414634148
93	93	93.1910794078063
93	94	93.7132513513513
93	95	94.1658581560283
93	96	95.813103626943
93	97	96.3810265486726
93	98	97.9191007751938
93	99	99.1892857142857
93	101	99.342
93	102	101.115
94	88	91.932
94	89	91.0503
94	90	90.2302222222222
94	91	92.6655949367088
94	92	93.2941082474227
94	93	93.5280944350759
94	94	94.5121770933591
94	95	95.5762558139534
94	96	96.7554844720497
94	97	97.6476746987952
94	98	99.6492666666666
94	99	98.9229230769231
94	101	103.125
94	102	104.8265
95	89	88.849
95	90	90.637
95	91	92.2743384615384
95	92	94.1727564766839
95	93	94.8222405063291
95	94	94.9567883211679
95	95	95.6063925729443
95	96	98.0281486486487
95	97	98.2555662650602
95	98	98.2302068965517
95	99	101.006888888889
95	102	102.2312
96	88	93.58
96	89	91.3751666666667
96	90	93.0721
96	91	93.2704869565218
96	92	94.7818426966292
96	93	96.32053
96	94	96.6905518987341
96	95	97.4505066666667
96	96	96.8377482900136
96	97	99.7274758620689
96	98	99.22196
96	101	99.092
96	102	104.3135
97	89	92.5671666666667
97	90	92.8755
97	91	93.4979466666666
97	92	94.495173553719
97	93	96.3105267857143
97	94	97.1785023255814
97	95	98.5325322580645
97	96	99.6850845070423
97	97	98.4649577464788
97	98	99.0525454545454
97	99	98.939
97	101	106.054
97	102	102.323333333333
98	88	94.079
98	89	93.3181428571429
98	90	94.1491111111111
98	91	95.478350877193
98	92	95.47144
98	93	97.7480705882353
98	94	99.1540638297872
98	95	100.625193548387
98	96	101.26762406015
98	97	101.056391304348
98	98	99.4368099173554
98	99	102.323333333333
98	101	104.4905
99	89	92.797
99	91	95.5963333333333
99	92	99.1947692307692
99	93	99.2076
99	94	99.971
99	95	100.454
99	96	105.92125
99	97	107.984
99	98	98.2175
99	99	101.052375
101	90	98.205
101	91	99.1197777777778
101	92	97.75125
101	93	102.096666666667
101	94	103.1535
101	96	101.86675
101	98	108.1825
101	101	103.979125
102	90	99.804
102	92	101.381
102	93	101.888545454545
102	94	104.666
102	95	103.522
102	97	108.125
102	98	107.984
102	102	102.924833333333
