Cleopatra	113
Madonna	94
Queen_Victoria	71
Marie_Antoinette	68
Marilyn_Monroe	65
Joan_of_Arc	62
Pocahontas	60
Margaret_Thatcher	59
Agatha_Christie	59
Elizabeth_I	57
Catherine_the_Great	57
Amelia_Earhart	55
Hillary_Clinton	49
Eleanor_Roosevelt	48
Emily_Dickinson	47
Jane_Austen	47
Barbra_Streisand	46
Virginia_Woolf	45
Jane_Eyre	44
Anne_Frank	42
Susan_B._Anthony	41
Florence_Nightingale	41
Anne_Rice	41
Mother_Teresa	40
Dolly_Parton	40
