3.52136337233 3.49857113691 109.3 102.1 0.464 0.131 0.306 10.9 12.2 32.6 Farmar,Jordan Humphries,Kris Lopez,Brook Morrow,Anthony Outlaw,Travis 10
3.28633534503 3.26190128606 105.2 91.9 0.471 0.181 0.217 7.8 12.3 40.2 Bell,Raja Jefferson,Al Kirilenko,Andrei Millsap,Paul Watson,Earl 10
2.72029410175 2.65329983228 100.4 103.1 0.487 0.174 0.409 19.3 15.6 50.5 Childress,Josh Dragic,Goran Dudley,Jared Frye,Channing Warrick,Hakim 10
3.1304951685 3.07245829915 87.9 88.5 0.427 0.199 0.31 10.1 10.5 38.4 Cousins,DeMarcus Evans,Tyreke Garcia,Francisco Thompson,Jason Udrih,Beno 10
2.36643191324 2.33238075794 110.1 83.3 0.36 0.12 0.167 9.3 7.9 35.3 Brewer,Ronnie Deng,Luol Gibson,Taj Rose,Derrick Thomas,Kurt 10
2.86356421266 2.683281573 96.3 92.8 0.468 0.152 0.217 13.1 16.3 43.8 Gordon,Ben McGrady,Tracy Monroe,Greg Prince,Tayshaun Wallace,Ben 10
2.86356421266 2.85657137142 109.0 104.9 0.481 0.129 0.261 16.1 15.2 43.6 Afflalo,Arron Anthony,Carmelo Billups,Chauncey Harrington,Al Hilario,Nene 10
2.36643191324 2.33238075794 98.8 98.1 0.5 0.16 0.15 5.2 10.0 40.0 Boozer,Carlos Brewer,Ronnie Deng,Luol Rose,Derrick Thomas,Kurt 10
3.16227766017 3.13687742827 111.8 99.6 0.519 0.173 0.169 7.2 9.6 37.3 Foster,Jeff George,Paul Hansbrough,Tyler Jones,Dahntay Price,A.J. 10
4.33589667774 4.31740662898 89.5 92.0 0.446 0.181 0.29 13.1 7.8 31.2 Chandler,Wilson Gallinari,Danilo Hilario,Nene Lawson,Ty Martin,Kenyon 10
2.04939015319 1.788854382 91.5 119.6 0.529 0.099 0.321 18.5 22.9 44.8 Crawford,Jamal Horford,Al Johnson,Joe Smith,Josh Williams,Marvin 10
2.89827534924 2.87054001888 107.2 100.3 0.5 0.159 0.256 9.2 16.9 39.7 Durant,Kevin Ibaka,Serge Mohammed,Nazr Sefolosha,Thabo Westbrook,Russell 10
4.21900462195 4.17612260356 100.9 92.6 0.456 0.11 0.135 8.8 6.8 29.3 Afflalo,Arron Chandler,Wilson Hilario,Nene Lawson,Ty Martin,Kenyon 10
3.43511280746 3.38230690506 114.1 93.5 0.485 0.171 0.185 7.4 10.8 33.4 Anderson,Ryan Arenas,Gilbert Howard,Dwight Redick,JJ Turkoglu,Hedo 10
3.63318042492 3.63318042492 104.2 98.5 0.484 0.18 0.241 10.8 19.1 43.1 Bogut,Andrew Ilyasova,Ersan Jennings,Brandon Maggette,Corey Salmons,John 10
3.03315017762 2.92574776767 82.9 108.6 0.549 0.114 0.197 10.0 14.5 39.1 Bogut,Andrew Dooling,Keyon Ilyasova,Ersan Mbah a Moute,Luc Salmons,John 10
2.683281573 2.4 116.9 104.7 0.523 0.144 0.211 11.0 6.0 37.9 Brand,Elton Holiday,Jrue Turner,Evan Williams,Louis Young,Thaddeus 10
3.43511280746 3.28633534503 108.6 105.8 0.546 0.202 0.271 13.6 12.1 39.3 Barron,Earl Frye,Channing Hill,Grant Nash,Steve Richardson,Jason 10
2.60768096208 2.60768096208 113.8 122.3 0.544 0.116 0.364 17.2 12.1 52.5 Bell,Raja Harris,Devin Jefferson,Al Kirilenko,Andrei Millsap,Paul 10
3.46410161514 3.44093010682 105.0 92.0 0.43 0.151 0.297 16.2 10.1 38.5 Blake,Steve Brown,Shannon Bynum,Andrew Odom,Lamar Walton,Luke 10
2.40831891576 1.95959179423 99.7 111.2 0.535 0.177 0.319 11.6 10.6 41.5 McGrady,Tracy Monroe,Greg Prince,Tayshaun Stuckey,Rodney Wallace,Ben 10
2.64575131106 2.57681974535 103.4 105.4 0.497 0.128 0.214 12.8 13.3 41.8 Anthony,Carmelo Billups,Chauncey Fields,Landry Stoudemire,Amar'e Turiaf,Ronny 10
2.86356421266 2.8 103.7 126.3 0.606 0.142 0.347 16.8 17.3 53.9 Casspi,Omri Cousins,DeMarcus Evans,Tyreke Landry,Carl Udrih,Beno 10
2.75680975042 2.7276363394 112.6 105.5 0.488 0.168 0.313 14.9 15.4 37.9 Frye,Channing Hill,Grant Nash,Steve Richardson,Jason Warrick,Hakim 10
2.96647939484 2.93938769134 117.6 109.0 0.563 0.176 0.258 12.3 17.9 49.2 Gordon,Ben Prince,Tayshaun Stuckey,Rodney Villanueva,Charlie Wallace,Ben 10
3.03315017762 2.92574776767 114.0 109.9 0.52 0.159 0.289 13.5 15.6 49.8 Bargnani,Andrea Calderon,Jose DeRozan,DeMar Johnson,Amir Wright,Julian 10
2.72029410175 2.71293199325 103.9 105.1 0.51 0.147 0.228 13.5 6.8 35.3 Collison,Nick Durant,Kevin Ibaka,Serge Sefolosha,Thabo Westbrook,Russell 10
3.74165738677 3.72021504755 100.0 97.0 0.45 0.127 0.239 9.0 13.2 38.1 Butler,Caron Chandler,Tyson Kidd,Jason Marion,Shawn Terry,Jason 10
3.76828873628 3.76297754445 101.8 125.4 0.582 0.124 0.288 8.5 15.4 37.3 Barnes,Matt Bryant,Kobe Fisher,Derek Gasol,Pau Odom,Lamar 10
3.25576411922 3.2 111.9 98.1 0.49 0.158 0.224 5.8 11.2 41.5 Bibby,Mike Evans,Maurice Horford,Al Johnson,Joe Smith,Josh 10
3.03315017762 3.00665927567 103.9 88.0 0.405 0.176 0.25 11.2 14.4 40.6 Bogut,Andrew Dooling,Keyon Douglas-Roberts,Chris Ilyasova,Ersan Maggette,Corey 10
3.06594194335 3.05941170816 108.9 104.4 0.487 0.143 0.273 11.1 17.0 39.3 Davis,Baron Gee,Alonzo Hickson,J.J. Hollins,Ryan Parker,Anthony 10
2.89827534924 2.87054001888 107.9 97.9 0.409 0.138 0.292 17.6 11.2 42.8 Durant,Kevin Harden,James Ibaka,Serge Perkins,Kendrick Westbrook,Russell 10
3.03315017762 2.78567765544 112.8 128.3 0.608 0.118 0.3 14.4 16.5 51.1 Gordon,Ben McGrady,Tracy Monroe,Greg Prince,Tayshaun Wilcox,Chris 10
3.63318042492 3.61109401705 102.9 95.8 0.419 0.144 0.222 12.4 11.8 23.7 Anthony,Joel Bosh,Chris Chalmers,Mario Jones,James Wade,Dwyane 10
2.56904651573 2.56124969497 102.1 111.6 0.552 0.137 0.246 16.2 12.9 41.0 Crawford,Jamal Hinrich,Kirk Horford,Al Johnson,Joe Smith,Josh 10
3.74165738677 3.6551333765 100.2 107.1 0.413 0.088 0.318 11.8 15.0 31.1 Duncan,Tim Hill,George Jefferson,Richard McDyess,Antonio Parker,Tony 10
3.19374388453 3.1874754901 119.5 100.1 0.442 0.121 0.241 12.0 9.8 26.1 Anderson,Ryan Arenas,Gilbert Howard,Dwight Redick,JJ Richardson,Jason 10
3.19374388453 3.13687742827 117.1 104.5 0.459 0.088 0.277 19.7 18.1 45.0 Barnes,Matt Blake,Steve Bryant,Kobe Gasol,Pau Odom,Lamar 10
3.74165738677 3.72021504755 101.5 110.8 0.503 0.107 0.232 10.9 19.1 42.5 Bledsoe,Eric Foye,Randy Gomes,Ryan Griffin,Blake Jordan,DeAndre 10
2.44948974278 2.41660919472 103.2 106.6 0.554 0.151 0.221 8.7 12.5 54.3 Childress,Josh Dragic,Goran Dudley,Jared Turkoglu,Hedo Warrick,Hakim 10
3.25576411922 3.2 120.1 118.9 0.589 0.125 0.232 12.0 12.6 59.0 Durant,Kevin Green,Jeff Harden,James Krstic,Nenad Westbrook,Russell 10
2.96647939484 2.96647939484 90.9 93.0 0.466 0.195 0.303 9.4 7.2 46.3 Anderson,Ryan Arenas,Gilbert Bass,Brandon Redick,JJ Turkoglu,Hedo 10
1.54919333848 1.49666295471 97.1 90.8 0.47 0.182 0.222 8.8 8.2 38.5 Brand,Elton Holiday,Jrue Iguodala,Andre Turner,Evan Young,Thaddeus 10
3.19374388453 3.13687742827 126.2 105.3 0.558 0.211 0.286 13.9 12.8 51.2 Anthony,Carmelo Douglas,Toney Fields,Landry Jeffries,Jared Stoudemire,Amar'e 10
2.82842712475 2.71293199325 98.4 99.6 0.442 0.069 0.258 14.5 27.3 49.1 Brewer,Ronnie Deng,Luol Gibson,Taj Noah,Joakim Rose,Derrick 10
3.7947331922 3.77359245282 94.5 110.3 0.521 0.146 0.333 19.3 9.1 39.7 Crawford,Jordan Evans,Maurice McGee,JaVale Wall,John Yi,Jianlian 10
3.7947331922 3.77359245282 95.0 106.8 0.547 0.139 0.129 6.8 24.5 41.0 Beasley,Michael Ellington,Wayne Love,Kevin Milicic,Darko Ridnour,Luke 10
3.97492138287 3.96988664826 104.3 105.9 0.51 0.109 0.233 8.0 8.0 48.0 Bledsoe,Eric Gomes,Ryan Gordon,Eric Griffin,Blake Kaman,Chris 10
3.19374388453 3.1874754901 113.3 94.2 0.446 0.139 0.224 13.1 12.6 36.5 Bonner,Matt Duncan,Tim Ginobili,Manu Jefferson,Richard Parker,Tony 10
2.36643191324 2.33238075794 113.4 102.0 0.444 0.113 0.231 8.0 23.6 39.1 Boozer,Carlos Deng,Luol Gibson,Taj Korver,Kyle Rose,Derrick 10
3.89871773792 3.55527776693 98.5 95.7 0.46 0.158 0.25 12.0 9.7 34.4 Dunleavy,Mike Ford,T.J. Jones,Solomon Posey,James Rush,Brandon 10
2.52982212813 2.52982212813 109.7 106.4 0.507 0.168 0.296 16.2 8.7 41.7 Collison,Nick Durant,Kevin Green,Jeff Harden,James Westbrook,Russell 10
2.2360679775 2.22710574513 116.9 103.4 0.489 0.191 0.338 20.8 13.3 39.4 Ellis,Monta Lee,David Radmanovic,Vladimir Williams,Reggie Wright,Dorell 10
4.09878030638 4.01995024845 131.9 111.5 0.532 0.119 0.184 11.5 11.5 34.6 Howard,Dwight Nelson,Jameer Redick,JJ Richardson,Jason Turkoglu,Hedo 10
4.09878030638 4.01995024845 107.6 88.0 0.399 0.136 0.238 7.6 14.5 39.6 Anderson,Ryan Howard,Dwight Nelson,Jameer Redick,JJ Richardson,Jason 10
3.19374388453 3.03315017762 91.1 96.9 0.416 0.128 0.294 18.2 8.8 32.8 Bell,Raja Jefferson,Al Miles,CJ Millsap,Paul Watson,Earl 10
2.52982212813 2.52982212813 106.9 93.3 0.419 0.131 0.216 11.1 14.7 32.8 Bogans,Keith Deng,Luol Gibson,Taj Rose,Derrick Thomas,Kurt 10
3.82099463491 3.77359245282 116.3 105.3 0.487 0.102 0.244 13.5 12.9 50.5 Brooks,Aaron Budinger,Chase Lee,Courtney Miller,Brad Patterson,Patrick 10
2.89827534924 2.78567765544 104.9 111.2 0.541 0.122 0.269 12.3 24.6 52.7 Cousins,DeMarcus Dalembert,Samuel Evans,Tyreke Garcia,Francisco Thornton,Marcus 10
3.63318042492 3.4292856399 108.1 96.2 0.47 0.152 0.194 11.3 9.0 38.2 Blair,DeJuan Duncan,Tim Hill,George Jefferson,Richard Parker,Tony 10
2.96647939484 2.96647939484 95.6 118.8 0.572 0.124 0.3 16.7 12.6 51.4 Brand,Elton Hawes,Spencer Holiday,Jrue Meeks,Jodie Nocioni,Andres 10
4.0249223595 4.01995024845 112.8 102.1 0.485 0.156 0.256 12.1 14.6 43.7 Allen,Ray Erden,Semih Garnett,Kevin Pierce,Paul Rondo,Rajon 10
4.21900462195 4.17612260356 109.0 118.3 0.613 0.163 0.208 8.5 14.0 46.3 Allen,Tony Conley,Mike Gasol,Marc Mayo,O.J. Randolph,Zach 10
4.0 3.66606055596 100.6 111.3 0.453 0.089 0.398 26.9 16.5 61.1 Augustin,D.J. Diaw,Boris Henderson,Gerald Jackson,Stephen Thomas,Tyrus 10
4.19523539268 4.17612260356 120.4 103.2 0.552 0.189 0.204 6.8 12.3 43.0 Ariza,Trevor Green,Willie Paul,Chris Smith,Jason West,David 10
3.7947331922 3.7094473982 121.6 97.4 0.451 0.167 0.288 8.7 4.9 35.8 Ariza,Trevor Okafor,Emeka Paul,Chris Thornton,Marcus West,David 10
2.72029410175 2.71293199325 94.0 98.9 0.453 0.131 0.264 13.6 19.2 47.0 Dowdell,Zabian Dudley,Jared Gortat,Marcin Pietrus,Mickael Warrick,Hakim 10
3.40587727319 3.1874754901 117.0 102.8 0.493 0.117 0.221 11.1 17.3 43.4 Dudley,Jared Frye,Channing Hill,Grant Lopez,Robin Nash,Steve 10
3.43511280746 3.28633534503 106.9 94.0 0.504 0.212 0.226 7.5 16.9 37.6 Blatche,Andray Hinrich,Kirk McGee,JaVale Thornton,Al Young,Nick 10
3.06594194335 3.00665927567 104.0 102.5 0.53 0.24 0.339 11.9 13.8 42.6 Delfino,Carlos Gooden,Drew Jennings,Brandon Mbah a Moute,Luc Salmons,John 10
2.72029410175 2.65329983228 119.2 114.0 0.536 0.149 0.347 26.2 6.8 53.6 Durant,Kevin Harden,James Ibaka,Serge Sefolosha,Thabo Westbrook,Russell 10
2.86356421266 2.683281573 101.6 116.2 0.583 0.167 0.26 15.0 14.3 31.2 Gordon,Ben McGrady,Tracy Prince,Tayshaun Villanueva,Charlie Wallace,Ben 10
3.68781778292 3.6 95.0 119.1 0.566 0.149 0.433 18.9 25.2 60.4 Booker,Trevor Crawford,Jordan McGee,JaVale Wall,John Yi,Jianlian 10
2.4899799196 2.4819347292 108.5 101.7 0.489 0.134 0.25 8.9 19.0 41.9 Hickson,J.J. Moon,Jamario Parker,Anthony Sessions,Ramon Varejao,Anderson 10
3.76828873628 3.63318042492 111.4 104.6 0.526 0.164 0.237 12.8 7.7 43.4 Aldridge,LaMarcus Cunningham,Dante Fernandez,Rudy Matthews,Wesley Mills,Patty 10
2.40831891576 2.19089023002 104.8 107.8 0.497 0.158 0.375 17.8 22.3 59.9 Eyenga,Christian Harris,Manny Hickson,J.J. Jamison,Antawn Sessions,Ramon 10
2.96647939484 2.85657137142 101.3 106.6 0.461 0.129 0.308 12.2 12.8 46.2 Holiday,Jrue Speights,Marreese Turner,Evan Williams,Louis Young,Thaddeus 10
4.21900462195 4.09878030638 122.8 116.8 0.578 0.138 0.203 9.1 14.3 32.5 Afflalo,Arron Harrington,Al Hilario,Nene Lawson,Ty Smith,J.R. 10
3.06594194335 3.05941170816 85.0 101.6 0.479 0.106 0.253 13.7 20.2 45.7 Gee,Alonzo Hickson,J.J. Hollins,Ryan Parker,Anthony Sessions,Ramon 10
3.68781778292 3.66606055596 96.6 115.0 0.573 0.118 0.22 14.2 10.4 40.1 Gibson,Daniel Hollins,Ryan Jamison,Antawn Moon,Jamario Sessions,Ramon 10
2.60768096208 2.31516738056 119.7 110.7 0.566 0.131 0.212 11.6 15.5 46.4 Hamilton,Richard Monroe,Greg Prince,Tayshaun Stuckey,Rodney Wilcox,Chris 10
3.84707681233 3.82622529394 115.8 103.2 0.5 0.146 0.269 18.5 18.5 48.8 Arenas,Gilbert Blatche,Andray Hinrich,Kirk McGee,JaVale Thornton,Al 10
3.49284983931 3.48711915483 117.2 132.9 0.573 0.121 0.46 15.8 20.4 50.0 Barbosa,Leandro Bargnani,Andrea Calderon,Jose DeRozan,DeMar Johnson,Amir 10
3.0 2.93938769134 91.4 96.8 0.451 0.169 0.357 17.2 5.3 42.2 Bogut,Andrew Dooling,Keyon Douglas-Roberts,Chris Ilyasova,Ersan Salmons,John 10
3.87298334621 3.61109401705 100.5 108.5 0.535 0.175 0.25 10.6 8.6 40.9 Chandler,Tyson Kidd,Jason Nowitzki,Dirk Pavlovic,Sasha Stevenson,DeShawn 10
3.74165738677 3.72021504755 117.0 104.6 0.542 0.171 0.241 11.4 14.1 51.0 Brooks,Aaron Dudley,Jared Gortat,Marcin Pietrus,Mickael Warrick,Hakim 10
3.94968353163 3.92937654088 116.8 113.9 0.513 0.118 0.27 12.1 15.4 46.9 Budinger,Chase Hill,Jordan Lee,Courtney Miller,Brad Smith,Ish 10
3.76828873628 3.49857113691 113.8 101.2 0.484 0.135 0.188 5.3 9.3 34.5 Chandler,Wilson Douglas,Toney Felton,Raymond Fields,Landry Stoudemire,Amar'e 10
3.16227766017 2.7276363394 90.4 119.0 0.551 0.108 0.234 15.9 12.6 54.5 Eyenga,Christian Gibson,Daniel Hickson,J.J. Jamison,Antawn Sessions,Ramon 10
3.43511280746 3.38230690506 88.2 106.7 0.541 0.178 0.259 14.2 14.8 32.4 Aminu,Al-Farouq Bledsoe,Eric Diogu,Ike Foye,Randy Griffin,Blake 10
2.89827534924 2.78567765544 117.5 107.6 0.487 0.161 0.356 16.2 12.8 41.9 Anthony,Carmelo Billups,Chauncey Fields,Landry Jeffries,Jared Stoudemire,Amar'e 10
1.67332005307 1.62480768093 103.3 92.0 0.476 0.2 0.167 9.5 11.6 42.1 Arthur,Darrell Gay,Rudy Mayo,O.J. Randolph,Zach Vasquez,Greivis 10
3.89871773792 3.89871773792 119.4 93.4 0.471 0.153 0.228 6.7 10.1 40.3 Bass,Brandon Carter,Vince Howard,Dwight Lewis,Rashard Nelson,Jameer 10
3.31662479036 3.31058907145 109.5 98.9 0.438 0.103 0.262 11.6 14.3 50.4 Chandler,Wilson Felton,Raymond Fields,Landry Stoudemire,Amar'e Turiaf,Ronny 10
3.34664010614 3.24961536185 98.1 120.3 0.564 0.157 0.397 17.5 11.5 47.2 Gordon,Ben Monroe,Greg Prince,Tayshaun Stuckey,Rodney Villanueva,Charlie 10
2.4899799196 2.41660919472 104.1 119.1 0.587 0.131 0.228 14.1 13.5 44.5 Hayward,Gordon Jefferson,Al Kirilenko,Andrei Millsap,Paul Williams,Deron 10
3.1304951685 3.07245829915 106.2 115.8 0.526 0.136 0.259 10.2 24.6 39.6 Arthur,Darrell Conley,Mike Gay,Rudy Mayo,O.J. Randolph,Zach 10
4.69041575982 4.5343136195 106.9 97.2 0.47 0.162 0.263 12.9 12.6 38.2 Collison,Darren George,Paul Granger,Danny Hibbert,Roy West,David 11
3.1304951685 2.96647939484 111.2 98.7 0.463 0.136 0.28 13.2 10.0 42.6 Dudley,Jared Frye,Channing Gortat,Marcin Hill,Grant Nash,Steve 11
2.89827534924 2.87054001888 100.5 92.9 0.438 0.152 0.268 12.9 12.6 40.3 Durant,Kevin Ibaka,Serge Perkins,Kendrick Sefolosha,Thabo Westbrook,Russell 11
4.07430975749 4.02988833592 108.2 100.9 0.49 0.155 0.279 13.0 9.7 40.1 Butler,Caron Foye,Randy Griffin,Blake Jordan,DeAndre Paul,Chris 11
2.82842712475 2.82842712475 100.9 104.4 0.492 0.132 0.267 13.1 17.4 46.2 Knight,Brandon Maxiell,Jason Monroe,Greg Prince,Tayshaun Stuckey,Rodney 11
3.63318042492 3.61109401705 107.1 96.2 0.475 0.168 0.265 12.3 13.8 41.5 Anthony,Joel Bosh,Chris Chalmers,Mario James,LeBron Wade,Dwyane 11
4.09878030638 4.07921561087 107.3 101.6 0.486 0.145 0.243 10.1 11.7 36.8 Anderson,Ryan Howard,Dwight Nelson,Jameer Richardson,Jason Turkoglu,Hedo 11
4.26614580154 4.26145515053 100.6 100.6 0.511 0.191 0.276 12.4 12.5 38.9 Allen,Tony Conley,Mike Gasol,Marc Gay,Rudy Speights,Marreese 11
4.19523539268 4.17612260356 100.9 95.1 0.447 0.119 0.247 12.4 17.1 39.2 Bryant,Kobe Bynum,Andrew Fisher,Derek Gasol,Pau World Peace,Metta 11
3.82099463491 3.81575680567 99.8 97.4 0.484 0.164 0.231 10.9 12.4 41.5 Dalembert,Samuel Lowry,Kyle Martin,Kevin Parsons,Chandler Scola,Luis 11
2.89827534924 2.87054001888 111.2 105.6 0.484 0.126 0.272 15.7 15.4 45.7 Durant,Kevin Harden,James Ibaka,Serge Perkins,Kendrick Westbrook,Russell 11
3.7947331922 3.7947331922 104.6 93.7 0.482 0.178 0.214 9.1 16.2 38.7 Aldridge,LaMarcus Camby,Marcus Felton,Raymond Matthews,Wesley Wallace,Gerald 11
2.4899799196 2.4819347292 103.6 108.2 0.516 0.154 0.297 12.9 13.9 45.9 Bell,Raja Harris,Devin Hayward,Gordon Jefferson,Al Millsap,Paul 11
3.1304951685 3.07245829915 100.0 102.4 0.495 0.14 0.26 13.9 14.2 46.8 Johnson,Joe Pachulia,Zaza Smith,Josh Teague,Jeff Williams,Marvin 11
3.37638860323 3.37045990927 107.4 105.1 0.497 0.139 0.296 14.3 13.7 51.1 Brown,Shannon Dudley,Jared Frye,Channing Gortat,Marcin Nash,Steve 11
3.49284983931 3.44093010682 109.1 101.4 0.509 0.176 0.263 11.4 9.4 39.8 Hinrich,Kirk Johnson,Joe Pachulia,Zaza Smith,Josh Teague,Jeff 11
3.37638860323 3.32264954517 103.4 98.9 0.479 0.163 0.268 12.6 11.0 43.4 Allen,Ray Bass,Brandon Garnett,Kevin Pierce,Paul Rondo,Rajon 11
5.32916503779 5.1923019943 107.9 114.9 0.573 0.145 0.259 13.9 20.9 53.2 Cousins,DeMarcus Evans,Tyreke Thomas,Isaiah Thompson,Jason Thornton,Marcus 11
2.4899799196 2.4819347292 101.9 107.5 0.549 0.165 0.26 12.5 11.3 45.0 Casspi,Omri Irving,Kyrie Jamison,Antawn Parker,Anthony Varejao,Anderson 11
4.17133072292 4.12795348811 100.0 101.6 0.499 0.131 0.228 8.8 10.8 35.8 Barnes,Matt Bryant,Kobe Bynum,Andrew Fisher,Derek Gasol,Pau 11
2.82842712475 2.71293199325 110.3 92.9 0.458 0.128 0.22 11.8 12.9 40.5 Boozer,Carlos Brewer,Ronnie Deng,Luol Noah,Joakim Rose,Derrick 11
2.89827534924 2.87054001888 96.3 102.8 0.478 0.118 0.244 12.4 13.6 49.4 Cook,Daequan Durant,Kevin Ibaka,Serge Perkins,Kendrick Westbrook,Russell 11
3.09838667697 2.99332590942 101.5 103.7 0.5 0.168 0.316 17.6 17.0 40.7 Biedrins,Andris Curry,Stephen Ellis,Monta Lee,David Wright,Dorell 11
4.24264068712 4.1665333312 110.2 95.3 0.457 0.161 0.266 13.1 14.1 36.8 Billups,Chauncey Butler,Caron Griffin,Blake Jordan,DeAndre Paul,Chris 11
3.1304951685 3.07245829915 100.4 100.4 0.486 0.135 0.261 11.2 15.9 40.6 Boozer,Carlos Brewer,Ronnie Deng,Luol Noah,Joakim Watson,CJ 11
3.43511280746 3.4292856399 107.3 107.0 0.519 0.14 0.232 10.8 12.0 48.1 Johnson,Wesley Love,Kevin Pekovic,Nikola Ridnour,Luke Rubio,Ricky 11
3.16227766017 2.7276363394 101.6 100.9 0.505 0.174 0.257 13.5 9.7 38.8 Anthony,Carmelo Chandler,Tyson Fields,Landry Shumpert,Iman Stoudemire,Amar'e 11
3.52136337233 3.31058907145 96.2 94.2 0.45 0.148 0.24 13.1 16.8 41.4 Anthony,Carmelo Chandler,Tyson Fields,Landry Lin,Jeremy Stoudemire,Amar'e 11
2.86356421266 2.8 103.8 99.4 0.462 0.132 0.253 11.9 10.6 41.5 Boozer,Carlos Deng,Luol Hamilton,Richard Noah,Joakim Rose,Derrick 11
2.0 1.83303027798 105.2 114.6 0.551 0.142 0.332 16.8 15.2 55.3 Gee,Alonzo Irving,Kyrie Jamison,Antawn Parker,Anthony Thompson,Tristan 11
2.36643191324 2.36643191324 106.0 106.6 0.498 0.159 0.321 15.8 12.3 47.1 Harris,Devin Hayward,Gordon Jefferson,Al Miles,CJ Millsap,Paul 11
2.96647939484 2.93938769134 103.0 99.8 0.478 0.156 0.26 11.1 14.7 45.3 Camby,Marcus Dragic,Goran Lee,Courtney Parsons,Chandler Scola,Luis 11
4.14728827067 3.82622529394 108.0 93.9 0.423 0.115 0.227 8.4 13.2 28.9 George,Paul Granger,Danny Hibbert,Roy Hill,George West,David 11
4.28952211791 4.28952211791 119.6 102.8 0.472 0.116 0.245 11.4 9.5 37.9 Anderson,Ryan Howard,Dwight Nelson,Jameer Redick,JJ Turkoglu,Hedo 11
3.94968353163 3.76297754445 109.4 89.8 0.422 0.144 0.235 14.1 9.9 38.2 Bass,Brandon Bradley,Avery Garnett,Kevin Pierce,Paul Rondo,Rajon 11
2.683281573 2.65329983228 91.8 101.0 0.45 0.15 0.305 16.0 23.0 40.2 Booker,Trevor McGee,JaVale Singleton,Chris Wall,John Young,Nick 11
2.79284800875 2.78567765544 97.0 100.6 0.515 0.176 0.23 12.8 11.1 43.9 Crawford,Jordan Seraphin,Kevin Singleton,Chris Vesely,Jan Wall,John 11
3.0 2.99332590942 99.7 84.9 0.412 0.158 0.219 10.5 13.9 39.5 Brand,Elton Hawes,Spencer Holiday,Jrue Iguodala,Andre Meeks,Jodie 11
4.69041575982 4.5343136195 116.3 115.0 0.531 0.125 0.247 14.1 9.4 35.7 Butler,Caron Griffin,Blake Jordan,DeAndre Paul,Chris Williams,Mo 11
3.68781778292 3.6 94.3 96.8 0.476 0.147 0.227 11.1 16.9 40.8 Haywood,Brendan Kidd,Jason Marion,Shawn Nowitzki,Dirk West,Delonte 11
2.86356421266 2.85657137142 97.2 94.7 0.468 0.162 0.256 10.6 14.9 42.5 Blair,DeJuan Duncan,Tim Jefferson,Richard Leonard,Kawhi Parker,Tony 11
3.06594194335 3.00665927567 100.2 107.8 0.536 0.153 0.279 13.6 17.6 51.6 Delfino,Carlos Gooden,Drew Jennings,Brandon Livingston,Shaun Mbah a Moute,Luc 11
3.22490309932 3.2 102.0 108.4 0.555 0.173 0.276 12.5 16.5 51.7 Gordon,Ben Knight,Brandon Maxiell,Jason Monroe,Greg Prince,Tayshaun 11
2.96647939484 2.93938769134 112.1 97.3 0.488 0.162 0.22 8.0 14.5 38.6 Dalembert,Samuel Dragic,Goran Lee,Courtney Parsons,Chandler Scola,Luis 11
3.7947331922 3.7947331922 97.9 89.1 0.419 0.152 0.254 15.9 8.1 37.3 Allen,Ray Garnett,Kevin O'Neal,Jermaine Pierce,Paul Rondo,Rajon 11
2.89827534924 2.78567765544 97.2 105.8 0.528 0.159 0.23 8.4 17.5 46.4 Cousins,DeMarcus Evans,Tyreke Salmons,John Thompson,Jason Thornton,Marcus 11
2.89827534924 2.87054001888 98.3 96.6 0.479 0.185 0.285 11.9 12.2 39.1 Horford,Al Johnson,Joe Smith,Josh Teague,Jeff Williams,Marvin 11
3.94968353163 3.94968353163 104.3 103.0 0.482 0.18 0.317 13.5 12.7 34.3 Conley,Mike Cunningham,Dante Gasol,Marc Gay,Rudy Mayo,O.J. 11
3.37638860323 3.37045990927 105.7 91.7 0.476 0.22 0.277 9.1 14.3 39.4 Anthony,Carmelo Chandler,Tyson Davis,Baron Fields,Landry Shumpert,Iman 11
3.46410161514 3.24961536185 107.8 87.7 0.47 0.195 0.192 8.3 11.5 37.3 Carter,Vince Haywood,Brendan Kidd,Jason Marion,Shawn Nowitzki,Dirk 11
3.49284983931 3.48711915483 95.5 124.2 0.593 0.14 0.301 13.0 17.0 47.2 Gordon,Ben Jerebko,Jonas Knight,Brandon Monroe,Greg Prince,Tayshaun 11
4.31277173057 4.27083130081 105.4 106.4 0.516 0.155 0.285 12.5 8.7 36.7 Aldridge,LaMarcus Batum,Nicolas Felton,Raymond Matthews,Wesley Przybilla,Joel 11
3.68781778292 3.6 106.7 101.7 0.47 0.097 0.236 12.3 17.6 46.4 Bryant,Kobe Bynum,Andrew Gasol,Pau Sessions,Ramon World Peace,Metta 11
4.07430975749 3.6551333765 96.6 111.5 0.525 0.177 0.37 19.3 16.3 55.9 Augustin,D.J. Biyombo,Bismack Henderson,Gerald Maggette,Corey Thomas,Tyrus 11
2.683281573 2.65329983228 109.7 102.2 0.484 0.135 0.308 8.6 15.4 46.8 Boozer,Carlos Brewer,Ronnie Korver,Kyle Noah,Joakim Rose,Derrick 11
2.19089023002 2.03960780544 108.6 93.6 0.425 0.124 0.265 14.3 9.7 31.7 Allen,Lavoy Brand,Elton Holiday,Jrue Iguodala,Andre Meeks,Jodie 11
