34	46.9%	51	36.8%
42	36.8%	55	39.0%
45	38.5%	41	38.0%
56	37.3%	36	44.0%
53	41.1%	34	54.8%
38	52.7%	50	43.2%
41	48.8%	40	46.0%
42	51.4%	40	42.9%
35	44.8%	30	55.8%
47	40.5%	38	40.7%
39	48.8%	42	45.6%
30	52.3%	57	36.5%
45	47.5%	46	37.3%
46	46.2%	39	51.2%
43	46.2%	45	47.6%
38	49.5%	51	46.2%
46	50.0%	44	36.1%
45	44.3%	39	48.3%
38	39.5%	56	38.8%
46	45.5%	53	41.8%
52	42.7%	41	45.9%
50	43.4%	45	44.2%
43	44.8%	42	40.7%
37	49.4%	54	31.3%
45	49.4%	42	42.9%
47	48.1%	43	46.0%
40	38.7%	41	53.3%
39	53.0%	47	42.9%
36	51.4%	49	38.4%
45	42.2%	40	44.7%
37	43.5%	55	45.1%
56	41.9%	40	53.7%
41	52.4%	40	46.7%
41	53.4%	30	42.3%
38	54.9%	40	43.0%
59	47.2%	37	44.4%
36	42.3%	61	29.5%
49	34.5%	49	41.7%
43	45.3%	37	49.4%
40	50.0%	42	40.5%
43	47.6%	40	43.9%
43	46.6%	36	57.8%
32	55.3%	45	38.0%
35	49.4%	51	43.8%
34	40.0%	54	44.7%
51	43.2%	36	47.6%
45	35.3%	51	36.9%
54	41.3%	44	45.1%
49	45.4%	44	46.6%
58	41.3%	60	42.7%
47	52.4%	33	45.3%
38	43.0%	48	46.7%
43	47.5%	33	44.4%
35	43.2%	41	47.3%
39	45.5%	40	48.1%
39	44.6%	44	39.8%
46	40.7%	51	33.3%
38	52.6%	38	47.1%
37	43.3%	44	43.2%
46	44.3%	49	42.5%
38	43.4%	40	38.0%
34	48.1%	43	46.3%
49	40.0%	51	40.4%
48	56.1%	42	38.4%
46	46.8%	49	36.8%
37	48.6%	39	44.9%
38	51.9%	49	47.7%
48	52.4%	34	44.6%
42	44.8%	39	52.6%
42	46.6%	47	44.9%
65	38.3%	40	42.9%
37	51.4%	43	42.4%
43	43.2%	53	37.9%
50	49.5%	52	38.6%
40	43.9%	50	38.1%
37	50.6%	45	43.5%
38	48.8%	47	40.5%
40	46.8%	35	44.0%
40	46.8%	35	51.3%
35	47.0%	45	48.1%
39	37.8%	40	52.6%
52	43.2%	48	33.3%
43	45.3%	43	36.3%
42	40.9%	50	41.6%
40	41.8%	52	40.0%
33	42.9%	53	39.8%
35	48.6%	35	42.9%
47	44.0%	42	51.9%
39	41.8%	52	41.3%
37	44.4%	47	31.9%
45	37.0%	59	45.0%
52	41.5%	35	48.3%
37	48.8%	37	42.7%
37	50.0%	47	48.9%
40	43.5%	41	49.4%
38	43.0%	42	42.5%
45	42.7%	43	43.2%
41	50.0%	48	42.5%
38	53.0%	49	39.8%
39	53.0%	38	46.4%
46	53.1%	38	48.8%
32	54.9%	42	51.4%
47	37.2%	47	40.7%
37	53.3%	45	46.5%
52	36.7%	43	40.7%
42	51.9%	45	41.7%
53	39.8%	35	44.7%
40	52.2%	41	54.2%
54	44.7%	43	40.0%
50	48.7%	34	41.7%
41	33.8%	56	34.5%
44	46.8%	42	45.2%
42	47.1%	36	44.6%
46	50.0%	41	45.3%
57	41.8%	46	40.2%
49	40.9%	46	44.0%
44	30.8%	50	44.0%
45	47.0%	45	38.8%
51	47.3%	39	43.9%
51	44.7%	43	40.2%
47	36.5%	38	50.7%
42	41.3%	39	42.9%
42	41.1%	48	50.0%
39	43.0%	42	48.2%
45	45.0%	36	51.2%
39	51.7%	42	46.4%
37	51.4%	33	48.8%
46	48.7%	43	41.8%
43	42.3%	47	39.3%
47	40.0%	43	46.1%
41	51.7%	51	38.1%
43	52.9%	47	38.4%
39	53.9%	43	39.0%
40	41.1%	40	47.3%
54	29.4%	45	28.8%
51	39.4%	48	53.5%
37	45.3%	37	56.3%
44	54.8%	38	39.2%
45	41.4%	42	48.2%
44	44.6%	32	50.6%
49	36.3%	44	46.8%
50	37.2%	34	49.3%
41	35.2%	50	41.7%
35	47.1%	42	48.1%
36	45.2%	50	51.2%
47	46.6%	30	48.8%
41	48.0%	36	47.0%
38	48.9%	39	50.6%
42	38.4%	48	43.5%
52	31.5%	46	42.3%
44	44.2%	59	43.0%
31	48.1%	44	50.5%
42	52.6%	34	43.9%
34	49.3%	48	39.6%
49	43.2%	40	43.8%
46	45.6%	52	46.1%
32	51.3%	50	42.7%
40	53.4%	40	48.9%
42	52.4%	31	48.8%
47	36.7%	49	48.1%
53	49.0%	54	43.3%
52	42.7%	42	43.4%
33	54.2%	42	45.8%
43	53.2%	52	43.2%
38	41.8%	40	48.1%
32	47.1%	52	48.1%
48	38.1%	42	42.5%
49	46.7%	47	45.8%
50	41.8%	55	36.3%
39	40.0%	41	51.9%
45	45.3%	54	41.8%
36	52.3%	46	43.0%
42	50.0%	42	42.9%
36	47.4%	48	39.6%
47	46.9%	45	39.8%
44	41.6%	45	43.4%
49	47.1%	36	50.0%
45	48.9%	44	42.9%
35	50.0%	39	61.3%
39	46.9%	45	45.2%
46	48.2%	45	44.3%
38	42.9%	40	39.2%
35	48.7%	37	43.8%
43	45.2%	44	47.1%
58	34.6%	55	46.0%
41	43.5%	36	47.4%
44	45.7%	39	43.8%
43	46.5%	35	52.4%
53	45.9%	36	40.8%
41	42.9%	48	47.1%
37	58.0%	49	40.0%
55	44.4%	49	41.2%
43	45.3%	33	49.4%
46	44.9%	40	48.2%
48	47.1%	39	45.6%
45	43.8%	43	42.0%
48	33.3%	43	47.4%
41	45.3%	43	40.7%
55	40.2%	37	45.0%
39	42.3%	47	41.7%
41	45.3%	49	43.3%
42	48.3%	52	35.2%
41	49.4%	42	45.3%
37	48.1%	38	47.3%
43	43.9%	47	47.8%
41	47.5%	46	44.2%
48	40.4%	51	41.3%
39	44.3%	38	49.4%
60	41.3%	47	34.8%
39	49.4%	35	54.5%
41	47.4%	45	45.9%
49	44.3%	34	50.5%
45	47.5%	40	39.5%
47	43.5%	32	39.2%
47	37.6%	44	43.0%
45	43.8%	45	46.5%
55	42.5%	44	45.3%
40	42.0%	41	48.1%
44	48.2%	46	48.5%
37	49.3%	33	48.1%
39	59.8%	34	48.8%
43	52.4%	45	42.3%
42	43.5%	51	46.9%
35	42.9%	51	45.9%
57	43.4%	40	37.6%
45	44.3%	49	44.0%
43	41.3%	39	53.8%
36	44.6%	39	48.6%
40	50.6%	50	38.7%
49	43.9%	40	51.9%
40	46.3%	43	47.6%
49	42.0%	39	54.9%
56	30.7%	58	35.7%
42	43.2%	47	46.3%
38	42.7%	35	47.3%
44	47.3%	43	55.4%
53	44.3%	37	50.0%
47	43.8%	43	47.9%
47	48.1%	44	37.9%
50	52.6%	37	44.0%
42	47.4%	38	39.8%
52	41.7%	43	42.7%
46	38.4%	48	43.4%
46	45.7%	41	53.1%
32	48.8%	43	48.8%
43	45.8%	45	48.4%
35	46.5%	38	47.9%
34	52.4%	36	53.2%
54	44.7%	42	46.5%
52	45.7%	41	41.3%
45	41.0%	42	51.3%
45	51.9%	35	50.6%
44	45.0%	40	48.7%
46	43.4%	44	34.5%
36	48.3%	47	53.4%
39	41.7%	52	32.5%
55	48.4%	54	34.1%
47	37.4%	50	50.6%
43	44.4%	38	40.2%
43	41.6%	51	43.5%
45	48.1%	46	38.2%
41	47.6%	38	46.2%
38	50.6%	51	33.8%
45	37.2%	38	51.2%
43	39.2%	47	34.5%
48	40.2%	44	45.7%
44	49.3%	40	41.9%
43	38.4%	50	43.8%
29	52.3%	54	46.7%
44	52.7%	39	41.8%
42	46.4%	43	48.7%
44	46.3%	37	47.6%
37	40.3%	44	47.4%
47	43.6%	49	47.7%
38	51.1%	54	41.3%
55	44.0%	41	44.2%
48	40.7%	40	48.8%
46	37.5%	51	43.2%
45	38.4%	43	46.3%
27	56.7%	35	49.3%
55	40.4%	51	41.2%
41	45.3%	32	46.3%
45	45.1%	35	43.9%
37	56.5%	43	45.2%
43	51.1%	39	47.7%
45	54.1%	43	40.5%
42	42.1%	50	37.7%
36	46.3%	38	53.2%
41	47.8%	46	47.9%
42	44.6%	47	39.8%
60	43.7%	43	44.3%
41	49.5%	49	42.7%
46	39.8%	42	47.7%
46	47.1%	42	43.5%
41	49.5%	39	45.7%
54	39.1%	52	32.6%
40	42.9%	52	39.8%
41	41.6%	48	49.3%
41	46.2%	44	52.4%
43	47.9%	46	41.5%
54	32.9%	41	35.4%
46	43.0%	53	40.2%
48	46.8%	47	38.3%
29	53.2%	43	38.7%
53	39.1%	47	46.0%
40	43.4%	50	44.9%
40	40.7%	57	36.6%
41	45.2%	39	50.6%
40	44.3%	35	50.6%
45	55.1%	38	47.5%
52	40.9%	49	36.6%
52	41.4%	43	36.6%
54	34.9%	46	44.8%
45	45.7%	38	51.9%
49	52.6%	40	40.2%
44	40.7%	41	47.6%
49	42.9%	38	48.1%
43	49.4%	37	45.0%
42	47.1%	42	47.6%
42	42.6%	41	47.7%
60	42.9%	42	42.9%
38	46.8%	44	42.0%
40	44.4%	41	48.3%
37	48.1%	44	47.3%
39	48.2%	46	46.9%
36	54.3%	38	49.5%
41	44.6%	35	48.8%
30	51.3%	46	50.0%
37	43.0%	40	47.1%
53	42.6%	28	37.5%
46	43.3%	47	51.1%
38	54.9%	44	41.7%
39	44.4%	37	44.3%
42	43.9%	48	39.4%
44	42.5%	51	36.0%
43	56.5%	37	44.7%
49	36.4%	43	38.0%
37	51.2%	38	42.0%
61	38.5%	51	39.1%
41	46.0%	48	46.6%
41	41.5%	56	37.5%
32	47.1%	56	40.7%
51	35.1%	57	42.9%
52	39.8%	49	45.1%
36	42.7%	49	39.0%
34	43.2%	46	40.0%
36	50.0%	40	40.0%
48	50.0%	43	40.4%
45	50.0%	40	42.7%
48	49.4%	46	36.1%
51	36.9%	47	44.7%
33	44.9%	44	52.1%
38	44.7%	36	46.3%
41	48.8%	45	36.0%
33	62.2%	39	51.8%
42	46.4%	44	40.0%
43	48.3%	43	46.2%
45	38.8%	53	40.5%
53	41.9%	40	48.8%
39	57.3%	35	42.7%
45	37.9%	42	51.2%
39	56.5%	45	46.7%
36	52.5%	42	43.0%
36	47.4%	48	41.0%
53	38.7%	43	42.5%
37	47.6%	46	48.2%
38	41.9%	34	51.5%
57	38.0%	58	39.2%
34	47.1%	42	46.8%
45	53.0%	29	45.5%
43	50.6%	35	46.8%
50	45.5%	41	42.0%
54	36.8%	48	40.4%
33	47.2%	42	48.7%
42	44.9%	45	48.1%
43	41.6%	42	45.2%
36	43.7%	39	47.4%
49	42.4%	61	52.3%
50	45.4%	47	45.7%
43	44.0%	56	35.3%
40	46.5%	46	45.7%
44	43.7%	36	42.0%
46	35.7%	49	37.8%
39	49.4%	46	43.2%
43	44.7%	40	43.3%
37	51.2%	47	44.3%
41	49.3%	48	36.5%
37	47.4%	36	41.7%
45	37.2%	48	44.0%
51	50.0%	42	39.6%
44	47.8%	45	38.1%
43	43.9%	50	37.2%
44	46.8%	57	33.0%
34	47.7%	44	59.2%
52	46.5%	58	44.2%
37	47.4%	42	52.3%
40	58.3%	42	44.2%
48	46.7%	44	43.2%
46	48.0%	40	34.5%
41	50.6%	42	50.5%
38	41.9%	51	45.7%
46	36.8%	42	50.0%
45	48.5%	50	51.1%
50	35.6%	48	41.7%
46	41.3%	40	42.5%
49	43.3%	50	41.4%
41	44.7%	55	43.0%
49	33.0%	52	41.5%
39	53.4%	40	48.4%
38	45.9%	51	41.4%
34	46.8%	40	50.0%
41	50.7%	43	41.2%
