1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.938069513041821956e-01 6.061930486958178044e-01
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.132484661279512972e-01 5.867515338720487028e-01
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.470969649792700951e-01 5.529030350207299049e-01
1.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.957746379219322153e-01 5.042253620780677847e-01
1.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.587186706706837036e-01 4.412813293293162409e-01
1.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.332509134867696510e-01 3.667490865132302935e-01
1.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 3.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.137718521746228006e-01 2.862281478253771994e-01
1.000000000000000000e+00 7.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.922792919791695754e-01 2.077207080208303969e-01
1.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 6.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.606890667053612720e-01 1.393109332946387557e-01
1.000000000000000000e+00 9.000000000000000000e+00 0.000000000000000000e+00 8.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.137802120535716277e-01 8.621978794642840005e-02
1.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e+07 4.030882925326072508e-01 5.969117074673927492e-01
1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+03 1.000000000000000000e+00 5.000000000000000000e+03 2.500000000000000000e+07 4.192778215237676909e-01 5.807221784762323091e-01
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+04 2.500000000000000000e+07 4.497938132773767750e-01 5.502061867226232250e-01
1.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+03 9.000000000000000000e+00 1.500000000000000000e+04 2.500000000000000000e+07 4.950229420072967956e-01 5.049770579927032044e-01
1.000000000000000000e+00 4.000000000000000000e+00 5.000000000000000000e+03 1.600000000000000000e+01 2.000000000000000000e+04 2.500000000000000000e+07 5.545435977508422765e-01 4.454564022491577235e-01
1.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+03 2.500000000000000000e+01 2.500000000000000000e+04 2.500000000000000000e+07 6.260623768177038251e-01 3.739376231822961749e-01
1.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+03 3.600000000000000000e+01 3.000000000000000000e+04 2.500000000000000000e+07 7.045450678381544041e-01 2.954549321618455404e-01
1.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+03 4.900000000000000000e+01 3.500000000000000000e+04 2.500000000000000000e+07 7.824618602799786604e-01 2.175381397200213951e-01
1.000000000000000000e+00 8.000000000000000000e+00 5.000000000000000000e+03 6.400000000000000000e+01 4.000000000000000000e+04 2.500000000000000000e+07 8.517592167358422062e-01 1.482407832641577661e-01
1.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+03 8.100000000000000000e+01 4.500000000000000000e+04 2.500000000000000000e+07 9.067194150547243092e-01 9.328058494527564914e-02
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+08 4.130915234699831240e-01 5.869084765300168760e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+04 1.000000000000000000e+08 4.259889556270258781e-01 5.740110443729741219e-01
