1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.176813884244291453e-01 5.823186115755708547e-01
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 4.410631404214366835e-01 5.589368595785633165e-01
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 4.647092490447548574e-01 5.352907509552451426e-01
1.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 4.885150789718661901e-01 5.114849210281338099e-01
1.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 5.123731202959652675e-01 4.876268797040347325e-01
1.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 5.361749171555607596e-01 4.638250828444392959e-01
1.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 5.598130325853472034e-01 4.401869674146527966e-01
1.000000000000000000e+00 7.000000000000000000e+00 0.000000000000000000e+00 5.831829743594494353e-01 4.168170256405506202e-01
1.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 6.061850091425480258e-01 3.938149908574519187e-01
1.000000000000000000e+00 9.000000000000000000e+00 0.000000000000000000e+00 6.287257994650512494e-01 3.712742005349486951e-01
1.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+03 4.196089469057777688e-01 5.803910530942222312e-01
1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+03 4.430165117838978928e-01 5.569834882161021072e-01
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+03 4.666799058333774841e-01 5.333200941666225159e-01
1.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+03 4.904941840346067616e-01 5.095058159653932384e-01
1.000000000000000000e+00 4.000000000000000000e+00 5.000000000000000000e+03 5.143516836266216474e-01 4.856483163733783526e-01
1.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+03 5.381439585787999302e-01 4.618560414212000143e-01
1.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+03 5.617637440644830393e-01 4.382362559355169607e-01
1.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+03 5.851068757323070191e-01 4.148931242676929809e-01
1.000000000000000000e+00 8.000000000000000000e+00 5.000000000000000000e+03 6.080740915179343453e-01 3.919259084820657102e-01
1.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+03 6.305726513000122768e-01 3.694273486999877787e-01
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+04 4.215389614552635944e-01 5.784610385447364056e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+04 4.449716470644793365e-01 5.550283529355206635e-01
1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+04 4.686516029741464306e-01 5.313483970258535694e-01
1.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+04 4.924735871132783771e-01 5.075264128867216229e-01
1.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+04 5.163297972271532199e-01 4.836702027728468356e-01
1.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+04 5.401118106841040767e-01 4.598881893158958678e-01
1.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+04 5.637125480512982234e-01 4.362874519487017766e-01
1.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+04 5.870281852940204548e-01 4.129718147059795452e-01
1.000000000000000000e+00 8.000000000000000000e+00 1.000000000000000000e+04 6.099599428003573687e-01 3.900400571996426313e-01
1.000000000000000000e+00 9.000000000000000000e+00 1.000000000000000000e+04 6.324156873496822318e-01 3.675843126503177682e-01
1.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+04 4.234713761256710951e-01 5.765286238743289049e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+04 4.469284872539429632e-01 5.530715127460570368e-01
1.000000000000000000e+00 2.000000000000000000e+00 1.500000000000000000e+04 4.706242794062582835e-01 5.293757205937417165e-01
1.000000000000000000e+00 3.000000000000000000e+00 1.500000000000000000e+04 4.944532261836349640e-01 5.055467738163650360e-01
1.000000000000000000e+00 4.000000000000000000e+00 1.500000000000000000e+04 5.183073992349254144e-01 4.816926007650746411e-01
1.000000000000000000e+00 5.000000000000000000e+00 1.500000000000000000e+04 5.420784128892885967e-01 4.579215871107114033e-01
1.000000000000000000e+00 6.000000000000000000e+00 1.500000000000000000e+04 5.656593863139428580e-01 4.343406136860571420e-01
1.000000000000000000e+00 7.000000000000000000e+00 1.500000000000000000e+04 5.889468481444535275e-01 4.110531518555465280e-01
1.000000000000000000e+00 8.000000000000000000e+00 1.500000000000000000e+04 6.118425122803707872e-01 3.881574877196292683e-01
1.000000000000000000e+00 9.000000000000000000e+00 1.500000000000000000e+04 6.342548618055536824e-01 3.657451381944462621e-01
1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+04 4.254061346798199139e-01 5.745938653201800861e-01
1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+04 4.488869731330621393e-01 5.511130268669378607e-01
1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+04 4.725978739467853185e-01 5.274021260532146815e-01
1.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+04 4.964330391918362340e-01 5.035669608081637660e-01
1.000000000000000000e+00 4.000000000000000000e+00 2.000000000000000000e+04 5.202844278513778509e-01 4.797155721486220936e-01
1.000000000000000000e+00 5.000000000000000000e+00 2.000000000000000000e+04 5.440437047674502313e-01 4.559562952325497132e-01
1.000000000000000000e+00 6.000000000000000000e+00 2.000000000000000000e+04 5.676042008611537071e-01 4.323957991388463484e-01
1.000000000000000000e+00 7.000000000000000000e+00 2.000000000000000000e+04 5.908628097004018365e-01 4.091371902995981080e-01
1.000000000000000000e+00 8.000000000000000000e+00 2.000000000000000000e+04 6.137217496303514208e-01 3.862782503696485792e-01
1.000000000000000000e+00 9.000000000000000000e+00 2.000000000000000000e+04 6.360901292925802419e-01 3.639098707074197026e-01
1.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e+04 4.273431805968305186e-01 5.726568194031694814e-01
1.000000000000000000e+00 1.000000000000000000e+00 2.500000000000000000e+04 4.508470452796536909e-01 5.491529547203463091e-01
1.000000000000000000e+00 2.000000000000000000e+00 2.500000000000000000e+04 4.745723252982236851e-01 5.254276747017763149e-01
1.000000000000000000e+00 3.000000000000000000e+00 2.500000000000000000e+04 4.984129640622261270e-01 5.015870359377738730e-01
1.000000000000000000e+00 4.000000000000000000e+00 2.500000000000000000e+04 5.222608213497358376e-01 4.777391786502641624e-01
1.000000000000000000e+00 5.000000000000000000e+00 2.500000000000000000e+04 5.460076260543152982e-01 4.539923739456847018e-01
1.000000000000000000e+00 6.000000000000000000e+00 2.500000000000000000e+04 5.695469339489682703e-01 4.304530660510317852e-01
1.000000000000000000e+00 7.000000000000000000e+00 2.500000000000000000e+04 5.927760157014432263e-01 4.072239842985567182e-01
1.000000000000000000e+00 8.000000000000000000e+00 2.500000000000000000e+04 6.155976049093080382e-01 3.844023950906919618e-01
1.000000000000000000e+00 9.000000000000000000e+00 2.500000000000000000e+04 6.379214448728276476e-01 3.620785551271724079e-01
1.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+04 4.292824570784617988e-01 5.707175429215382012e-01
1.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+04 4.528086440756626807e-01 5.471913559243373193e-01
1.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+04 4.765475720560696793e-01 5.234524279439303207e-01
1.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+04 5.003929387051169186e-01 4.996070612948830814e-01
1.000000000000000000e+00 4.000000000000000000e+00 3.000000000000000000e+04 5.242365180827002202e-01 4.757634819172997798e-01
1.000000000000000000e+00 5.000000000000000000e+00 3.000000000000000000e+04 5.479701166555437375e-01 4.520298833444562625e-01
1.000000000000000000e+00 6.000000000000000000e+00 3.000000000000000000e+04 5.714875280873745744e-01 4.285124719126253701e-01
1.000000000000000000e+00 7.000000000000000000e+00 3.000000000000000000e+04 5.946864122157058397e-01 4.053135877842941048e-01
1.000000000000000000e+00 8.000000000000000000e+00 3.000000000000000000e+04 6.174700285675966960e-01 3.825299714324033595e-01
1.000000000000000000e+00 9.000000000000000000e+00 3.000000000000000000e+04 6.397487640490252536e-01 3.602512359509747464e-01
1.000000000000000000e+00 0.000000000000000000e+00 3.500000000000000000e+04 4.312239070555200504e-01 5.687760929444799496e-01
1.000000000000000000e+00 1.000000000000000000e+00 3.500000000000000000e+04 4.547717097142979226e-01 5.452282902857020774e-01
1.000000000000000000e+00 2.000000000000000000e+00 3.500000000000000000e+04 4.785235527164264369e-01 5.214764472835735631e-01
1.000000000000000000e+00 3.000000000000000000e+00 3.500000000000000000e+04 5.023729010245772120e-01 4.976270989754228435e-01
1.000000000000000000e+00 4.000000000000000000e+00 3.500000000000000000e+04 5.262114564901190228e-01 4.737885435098809217e-01
1.000000000000000000e+00 5.000000000000000000e+00 3.500000000000000000e+04 5.499311166539901929e-01 4.500688833460098071e-01
1.000000000000000000e+00 6.000000000000000000e+00 3.500000000000000000e+04 5.734259260468974606e-01 4.265740739531024839e-01
1.000000000000000000e+00 7.000000000000000000e+00 3.500000000000000000e+04 5.965939456455562340e-01 4.034060543544437105e-01
1.000000000000000000e+00 8.000000000000000000e+00 3.500000000000000000e+04 6.193389714515434852e-01 3.806610285484565148e-01
1.000000000000000000e+00 9.000000000000000000e+00 3.500000000000000000e+04 6.415720427680193794e-01 3.584279572319806761e-01
1.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+04 4.331674731943357948e-01 5.668325268056642052e-01
1.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+04 4.567361822072175670e-01 5.432638177927824330e-01
1.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+04 4.805002056836358282e-01 5.194997943163641718e-01
1.000000000000000000e+00 3.000000000000000000e+00 4.000000000000000000e+04 5.043527889262214847e-01 4.956472110737785153e-01
1.000000000000000000e+00 4.000000000000000000e+00 4.000000000000000000e+04 5.281855751066337756e-01 4.718144248933662244e-01
1.000000000000000000e+00 5.000000000000000000e+00 4.000000000000000000e+04 5.518905663169182407e-01 4.481094336830818148e-01
1.000000000000000000e+00 6.000000000000000000e+00 4.000000000000000000e+04 5.753620708651159266e-01 4.246379291348841289e-01
1.000000000000000000e+00 7.000000000000000000e+00 4.000000000000000000e+04 5.984985627332042313e-01 4.015014372667958242e-01
1.000000000000000000e+00 8.000000000000000000e+00 4.000000000000000000e+04 6.212043848079729091e-01 3.787956151920270353e-01
1.000000000000000000e+00 9.000000000000000000e+00 4.000000000000000000e+04 6.433912374241248511e-01 3.566087625758751489e-01
1.000000000000000000e+00 0.000000000000000000e+00 4.500000000000000000e+04 4.351130979033094315e-01 5.648869020966905685e-01
1.000000000000000000e+00 1.000000000000000000e+00 4.500000000000000000e+04 4.587020013917613159e-01 5.412979986082386841e-01
1.000000000000000000e+00 2.000000000000000000e+00 4.500000000000000000e+04 4.824774692779345564e-01 5.175225307220654436e-01
1.000000000000000000e+00 3.000000000000000000e+00 4.500000000000000000e+04 5.063325403249996359e-01 4.936674596750003086e-01
1.000000000000000000e+00 4.000000000000000000e+00 4.500000000000000000e+04 5.301588125693013076e-01 4.698411874306986369e-01
1.000000000000000000e+00 5.000000000000000000e+00 4.500000000000000000e+04 5.538484061031649919e-01 4.461515938968349526e-01
1.000000000000000000e+00 6.000000000000000000e+00 4.500000000000000000e+04 5.772959058531135224e-01 4.227040941468864221e-01
1.000000000000000000e+00 7.000000000000000000e+00 4.500000000000000000e+04 6.004002105662227251e-01 3.995997894337772194e-01
1.000000000000000000e+00 8.000000000000000000e+00 4.500000000000000000e+04 6.230662202886421142e-01 3.769337797113578858e-01
1.000000000000000000e+00 9.000000000000000000e+00 4.500000000000000000e+04 6.452063048623783992e-01 3.547936951376216563e-01
1.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+04 4.370607233395221725e-01 5.629392766604778275e-01
1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+04 4.606691069382290449e-01 5.393308930617709551e-01
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+04 4.844552817431336811e-01 5.155447182568663189e-01
