0.01	1.0	20.1097
0.02	0.9999	20.2187
0.03	1.0	20.3427
0.04	0.9995	20.5009
0.05	0.9989	20.6198
0.06	0.9972	20.5827
0.07	0.9958	20.8254
0.08	0.9928	20.9345
0.09	0.9897	20.8937
0.1	0.9853	21.0896
0.11	0.9805	21.0681
0.12	0.975	21.1348
0.13	0.9696	21.194
0.14	0.9581	21.2725
0.15	0.948	21.3383
0.16	0.9414	21.2314
0.17	0.9317	21.2595
0.18	0.9226	21.4834
0.19	0.9074	21.4652
0.2	0.8991	21.3785
0.21	0.8848	21.2798
0.22	0.8728	21.4369
0.23	0.8623	21.3792
0.24	0.847	21.5154
0.25	0.8334	21.5349
0.26	0.8225	21.3525
0.27	0.8053	21.5878
0.28	0.7931	21.4377
0.29	0.7677	21.3643
0.3	0.766	21.5466
0.31	0.7588	21.3519
0.32	0.7432	21.3966
0.33	0.7288	21.4816
0.34	0.715	21.401
0.35	0.692	21.5638
0.36	0.6848	21.4901
0.37	0.6757	21.4308
0.38	0.6619	21.4292
0.39	0.6457	21.4563
0.4	0.633	21.4031
0.41	0.6255	21.5396
0.42	0.6161	21.4668
0.43	0.6005	21.498
0.44	0.5829	21.6478
0.45	0.5759	21.6469
0.46	0.5672	21.6775
0.47	0.559	21.7154
0.48	0.5542	21.7455
0.49	0.5442	21.9082
0.5	0.5307	21.8328
0.51	0.5119	21.9573
0.52	0.5094	22.0193
0.53	0.5075	22.1987
0.54	0.4831	22.244
0.55	0.4812	22.5614
0.56	0.4603	22.6991
0.57	0.4632	22.4973
0.58	0.4631	22.9795
0.59	0.4416	22.9034
0.6	0.444	23.2079
0.61	0.4287	23.5062
0.62	0.4327	23.6295
0.63	0.412	23.6673
0.64	0.4106	24.0194
0.65	0.4082	24.3903
0.66	0.3978	24.4013
0.67	0.3881	24.9046
0.68	0.3795	25.1341
0.69	0.3713	25.4746
0.7	0.3744	26.0075
0.71	0.364	26.4451
0.72	0.3517	26.8301
0.73	0.3558	27.1963
0.74	0.3448	27.8617
0.75	0.3446	28.5454
0.76	0.3296	29.094
0.77	0.3233	29.7949
0.78	0.3265	30.4651
0.79	0.3194	31.4216
0.8	0.3129	32.4359
0.81	0.318	33.2236
0.82	0.3003	34.8434
0.83	0.2969	36.2494
0.84	0.3003	37.7974
0.85	0.2906	39.3994
0.86	0.2952	41.1495
0.87	0.2831	43.7767
0.88	0.2824	46.5368
0.89	0.2771	49.7756
0.9	0.2669	53.5974
0.91	0.2759	57.7198
0.92	0.2671	64.0527
0.93	0.2518	72.9183
0.94	0.259	82.3273
0.95	0.2559	97.289
0.96	0.2496	118.6565
0.97	0.2453	155.3543
0.98	0.2408	229.0977
0.99	0.2377	448.0743
