0.01	1e-05	21.14242
0.02	3e-05	21.21228
0.03	0.00016	21.32806
0.04	0.00052	21.49623
0.05	0.00159	21.56594
0.06	0.0029	21.70946
0.07	0.00509	21.77441
0.08	0.00794	21.90906
0.09	0.01236	21.98593
0.1	0.01727	22.05826
0.11	0.0246	22.16626
0.12	0.03136	22.19602
0.13	0.03966	22.22916
0.14	0.04966	22.24767
0.15	0.05953	22.30822
0.16	0.07188	22.32524
0.17	0.08398	22.34014
0.18	0.09541	22.32959
0.19	0.1084	22.35831
0.2	0.12201	22.35171
0.21	0.13463	22.29115
0.22	0.15131	22.28874
0.23	0.16477	22.26664
0.24	0.18109	22.23662
0.25	0.19686	22.22693
0.26	0.20851	22.18365
0.27	0.22565	22.14686
0.28	0.24127	22.08582
0.29	0.25389	22.05656
0.3	0.27093	22.04633
0.31	0.28486	21.97034
0.32	0.30192	21.95604
0.33	0.31761	21.95281
0.34	0.33035	21.88734
0.35	0.34255	21.86004
0.36	0.35726	21.82855
0.37	0.37436	21.79709
0.38	0.38585	21.78558
0.39	0.39852	21.77585
0.4	0.41276	21.7756
0.41	0.42464	21.72003
0.42	0.43854	21.732
0.43	0.44844	21.70763
0.44	0.46211	21.72501
0.45	0.47695	21.71304
0.46	0.48586	21.71532
0.47	0.49608	21.81383
0.48	0.50848	21.84393
0.49	0.51646	21.86511
0.5	0.53004	21.90641
0.51	0.53951	22.0148
0.52	0.54713	22.01474
0.53	0.55578	22.16978
0.54	0.56978	22.21668
0.55	0.57676	22.28593
0.56	0.58433	22.44149
0.57	0.59506	22.5731
0.58	0.6	22.66296
0.59	0.61087	22.80377
0.6	0.61811	23.01376
0.61	0.62645	23.12744
0.62	0.63688	23.32466
0.63	0.64003	23.57333
0.64	0.64932	23.81386
0.65	0.6585	24.05518
0.66	0.6613	24.28739
0.67	0.66923	24.67365
0.68	0.67537	24.98189
0.69	0.68157	25.35757
0.7	0.68835	25.7393
0.71	0.69633	26.18119
0.72	0.70072	26.59537
0.73	0.70498	27.15229
0.74	0.71141	27.6432
0.75	0.71553	28.25898
0.76	0.72151	29.00068
0.77	0.72766	29.74373
0.78	0.73237	30.56278
0.79	0.73646	31.42475
0.8	0.74199	32.3736
0.81	0.74661	33.50695
0.82	0.75226	34.69269
0.83	0.75604	36.13499
0.84	0.76055	37.75
0.85	0.76648	39.53942
0.86	0.76878	41.66894
0.87	0.7712	44.10084
0.88	0.77723	46.81182
0.89	0.78286	50.30156
0.9	0.78526	54.36545
0.91	0.78794	59.25709
0.92	0.79235	65.64897
0.93	0.79687	73.62908
0.94	0.79759	84.49091
0.95	0.80524	99.46556
0.96	0.80392	121.98297
0.97	0.81021	160.13129
0.98	0.81261	236.37991
0.99	0.81551	463.19943
