93.5532467532 93.273 93.99 Wizards Spurs
93.8151235955 95.7256144578 94.554 Magic Kings
97.4855813953 95.7256144578 97.374 Rockets Kings
94.9403820225 94.9403820225 103.746 Thunder Thunder
94.3478305085 93.273 89.386 Lakers Spurs
95.2177 92.6091025641 100.49 Raptors Bobcats
93.1001975309 93.6661975309 91.348 Celtics 76ers
92.6091025641 93.273 87.412 Bobcats Spurs
95.7256144578 94.1951466667 88.656 Kings Hornets
93.4545333333 93.1001975309 91.4 Bucks Celtics
93.6312954545 93.5532467532 92.99 Nets Wizards
97.1488571429 94.6531842105 97.464 Suns Mavericks
92.8665822785 94.3478305085 87.682 Cavaliers Lakers
93.6312954545 93.6312954545 98.618 Nets Nets
93.1001975309 94.495175 96.516 Celtics Clippers
90.20209375 93.5532467532 86.348 Pistons Wizards
92.6091025641 94.9023636364 93.618 Bobcats Bulls
94.9023636364 94.9023636364 92.592 Bulls Bulls
96.6822857143 96.6822857143 96.568 Nuggets Nuggets
95.7256144578 95.7256144578 86.964 Kings Kings
93.273 97.1488571429 95.694 Spurs Suns
96.6822857143 97.6188101266 106.298 Nuggets Timberwolves
95.6058441558 91.2468717949 92.22 Jazz Heat
97.6188101266 89.6538095238 84.528 Timberwolves Trail Blazers
94.1951466667 94.1951466667 93.232 Hornets Hornets
94.9403820225 96.6822857143 100.478 Thunder Nuggets
102.458635294 102.458635294 107.208 Warriors Warriors
93.1001975309 92.8665822785 100.004 Celtics Cavaliers
98.7418974359 90.20209375 93.9 Pacers Pistons
93.1001975309 96.36215 93.874 Celtics Grizzlies
91.2468717949 92.4033823529 83.848 Heat Hawks
95.6058441558 93.6661975309 90.246 Jazz 76ers
94.1951466667 93.1001975309 99.464 Hornets Celtics
92.8665822785 95.8807906977 91.322 Cavaliers Knicks
102.458635294 92.8665822785 104.76 Warriors Cavaliers
95.2177 92.4033823529 95.964 Raptors Hawks
94.495175 94.495175 97.272 Clippers Clippers
95.7256144578 90.20209375 93.4 Kings Pistons
94.9023636364 94.9023636364 88.258 Bulls Bulls
90.20209375 93.6312954545 85.156 Pistons Nets
102.458635294 102.458635294 105.81 Warriors Warriors
92.8665822785 92.4033823529 90.554 Cavaliers Hawks
93.8151235955 94.495175 92.924 Magic Clippers
94.1951466667 97.1488571429 99.49 Hornets Suns
93.4545333333 93.1001975309 86.194 Bucks Celtics
97.6188101266 95.7256144578 105.81 Timberwolves Kings
94.3478305085 95.2177 95.132 Lakers Raptors
94.9403820225 95.6058441558 94.542 Thunder Jazz
93.6661975309 98.7418974359 96.412 76ers Pacers
97.1488571429 89.6538095238 91.926 Suns Trail Blazers
93.273 97.1488571429 92.028 Spurs Suns
95.7256144578 96.36215 101.67 Kings Grizzlies
94.9403820225 96.6822857143 97.08 Thunder Nuggets
93.5532467532 94.495175 98.862 Wizards Clippers
95.2177 95.2177 92.31 Raptors Raptors
95.8807906977 94.3478305085 92.836 Knicks Lakers
97.6188101266 97.6188101266 100.028 Timberwolves Timberwolves
95.6058441558 93.1001975309 89.348 Jazz Celtics
97.1488571429 97.1488571429 91.566 Suns Suns
92.6091025641 90.20209375 82.874 Bobcats Pistons
97.1488571429 91.2468717949 95.592 Suns Heat
95.6058441558 97.6188101266 93.938 Jazz Timberwolves
93.4545333333 97.6188101266 101.644 Bucks Timberwolves
91.2468717949 95.7256144578 90.952 Heat Kings
96.6822857143 93.4545333333 92.388 Nuggets Bucks
94.6531842105 93.1001975309 94.002 Mavericks Celtics
93.6661975309 98.7418974359 100.81 76ers Pacers
94.9023636364 97.4855813953 92.182 Bulls Rockets
97.4855813953 97.4855813953 101.348 Rockets Rockets
93.8151235955 93.8151235955 93.374 Magic Magic
