Knicks 95.1429639344
Thunder 95.6004474576
Hawks 92.7986618705
Wizards 94.6786148649
76ers 93.1087142857
Nuggets 97.3678662207
Cavaliers 93.8714761905
Jazz 94.1234927536
Timberwolves 96.6356066667
Clippers 93.7513071429
Bulls 92.8355912409
Nets 92.5352847682
Heat 92.4814214286
Trail-Blazers 91.1997173913
Warriors 98.3568113879
Celtics 93.0310689655
Magic 93.2181414141
Mavericks 94.7308776978
Bobcats 92.5087491639
Lakers 94.6086863469
Pacers 95.6730134228
Rockets 97.2261592357
Kings 96.4160805369
Raptors 93.5624561404
Spurs 94.7061294964
Pistons 91.5399795918
Grizzlies 93.8216610169
Suns 96.3389834983
Bucks 94.411237037
Hornets 91.5047218045
