Knicks 96.8801627907
Thunder 95.1985064935
Hawks 91.5168366013
Wizards 94.9605290323
76ers 93.3633888889
Nuggets 97.0770253165
Cavaliers 93.9254451613
Jazz 94.7159333333
Timberwolves 98.3580731707
Clippers 94.8288163265
Bulls 93.9410857143
Nets 93.1771265823
Heat 91.9942432432
Trail-Blazers 89.8528181818
Warriors 99.9470126582
Celtics 92.4713333333
Magic 93.4862331288
Mavericks 93.9612941176
Bobcats 91.9955375
Lakers 93.868
Pacers 97.7444968153
Rockets 97.2950705882
Kings 96.5962515723
Raptors 95.0943151515
Spurs 93.7864195804
Pistons 91.0144575163
Grizzlies 95.422962963
Suns 96.8851666667
Bucks 92.4219194631
Hornets 92.3146092715
