94.9853580902 95.1665248619 93.99 Wizards Spurs
93.6424699739 96.7195744681 94.554 Magic Kings
97.5351927083 96.7195744681 97.374 Rockets Kings
96.1511548556 96.1511548556 103.746 Thunder Thunder
94.8707536232 95.1665248619 89.386 Lakers Spurs
93.8594057143 92.5087491639 100.49 Raptors Bobcats
94.1845940054 94.0150324484 91.348 Celtics 76ers
92.5087491639 95.1665248619 87.412 Bobcats Spurs
96.7195744681 92.344128655 88.656 Kings Hornets
94.7598404558 94.1845940054 91.4 Bucks Celtics
93.2768601036 94.9853580902 92.99 Nets Wizards
96.8570520833 95.4379723757 97.464 Suns Mavericks
93.9708351648 94.8707536232 87.682 Cavaliers Lakers
93.2768601036 93.2768601036 98.618 Nets Nets
94.1845940054 94.3684033149 96.516 Celtics Clippers
92.2072398922 94.9853580902 86.348 Pistons Wizards
92.5087491639 93.2952457143 93.618 Bobcats Bulls
93.2952457143 93.2952457143 92.592 Bulls Bulls
97.6893351206 97.6893351206 96.568 Nuggets Nuggets
96.7195744681 96.7195744681 86.964 Kings Kings
95.1665248619 96.8570520833 95.694 Spurs Suns
97.6893351206 96.6285493333 106.298 Nuggets Timberwolves
93.6599042254 92.4694340659 92.22 Jazz Heat
96.6285493333 92.276683908 84.528 Timberwolves Trail Blazers
92.344128655 92.344128655 93.232 Hornets Hornets
96.1511548556 97.6893351206 100.478 Thunder Nuggets
98.7546944444 98.7546944444 107.208 Warriors Warriors
94.1845940054 93.9708351648 100.004 Celtics Cavaliers
95.6698663102 92.2072398922 93.9 Pacers Pistons
94.1845940054 93.8909863014 93.874 Celtics Grizzlies
92.4694340659 93.4685604396 83.848 Heat Hawks
93.6599042254 94.0150324484 90.246 Jazz 76ers
92.344128655 94.1845940054 99.464 Hornets Celtics
93.9708351648 94.7351946667 91.322 Cavaliers Knicks
98.7546944444 93.9708351648 104.76 Warriors Cavaliers
93.8594057143 93.4685604396 95.964 Raptors Hawks
94.3684033149 94.3684033149 97.272 Clippers Clippers
96.7195744681 92.2072398922 93.4 Kings Pistons
93.2952457143 93.2952457143 88.258 Bulls Bulls
92.2072398922 93.2768601036 85.156 Pistons Nets
98.7546944444 98.7546944444 105.81 Warriors Warriors
93.9708351648 93.4685604396 90.554 Cavaliers Hawks
93.6424699739 94.3684033149 92.924 Magic Clippers
92.344128655 96.8570520833 99.49 Hornets Suns
94.7598404558 94.1845940054 86.194 Bucks Celtics
96.6285493333 96.7195744681 105.81 Timberwolves Kings
94.8707536232 93.8594057143 95.132 Lakers Raptors
96.1511548556 93.6599042254 94.542 Thunder Jazz
94.0150324484 95.6698663102 96.412 76ers Pacers
96.8570520833 92.276683908 91.926 Suns Trail Blazers
95.1665248619 96.8570520833 92.028 Spurs Suns
96.7195744681 93.8909863014 101.67 Kings Grizzlies
96.1511548556 97.6893351206 97.08 Thunder Nuggets
94.9853580902 94.3684033149 98.862 Wizards Clippers
93.8594057143 93.8594057143 92.31 Raptors Raptors
94.7351946667 94.8707536232 92.836 Knicks Lakers
96.6285493333 96.6285493333 100.028 Timberwolves Timberwolves
93.6599042254 94.1845940054 89.348 Jazz Celtics
96.8570520833 96.8570520833 91.566 Suns Suns
92.5087491639 92.2072398922 82.874 Bobcats Pistons
96.8570520833 92.4694340659 95.592 Suns Heat
93.6599042254 96.6285493333 93.938 Jazz Timberwolves
94.7598404558 96.6285493333 101.644 Bucks Timberwolves
92.4694340659 96.7195744681 90.952 Heat Kings
97.6893351206 94.7598404558 92.388 Nuggets Bucks
95.4379723757 94.1845940054 94.002 Mavericks Celtics
94.0150324484 95.6698663102 100.81 76ers Pacers
93.2952457143 97.5351927083 92.182 Bulls Rockets
97.5351927083 97.5351927083 101.348 Rockets Rockets
93.6424699739 93.6424699739 93.374 Magic Magic
93.9708351648 94.7598404558 94.566 Cavaliers Bucks
93.2768601036 96.7195744681 90.4 Nets Kings
94.7598404558 94.0150324484 91.72 Bucks 76ers
97.5351927083 94.3684033149 97.554 Rockets Clippers
92.5087491639 92.2072398922 92.284 Bobcats Pistons
93.6599042254 96.6285493333 101.9 Jazz Timberwolves
93.6599042254 93.2768601036 88.798 Jazz Nets
96.6285493333 96.6285493333 100.208 Timberwolves Timberwolves
94.7351946667 93.2768601036 92.348 Knicks Nets
