Knicks 94.7351946667
Thunder 96.1511548556
Hawks 93.4685604396
Wizards 94.9853580902
76ers 94.0150324484
Nuggets 97.6893351206
Cavaliers 93.9708351648
Jazz 93.6599042254
Timberwolves 96.6285493333
Clippers 94.3684033149
Bulls 93.2952457143
Nets 93.2768601036
Heat 92.4694340659
Trail-Blazers 92.276683908
Warriors 98.7546944444
Celtics 94.1845940054
Magic 93.6424699739
Mavericks 95.4379723757
Bobcats 92.5087491639
Pelicans 93.9486976744
Lakers 94.8707536232
Pacers 95.6698663102
Rockets 97.5351927083
Kings 96.7195744681
Raptors 93.8594057143
Spurs 95.1665248619
Pistons 92.2072398922
Grizzlies 93.8909863014
Suns 96.8570520833
Bucks 94.7598404558
Hornets 92.344128655
