Knicks 95.8807906977
Thunder 94.9403820225
Hawks 92.4033823529
Wizards 93.5532467532
76ers 93.6661975309
Nuggets 96.6822857143
Cavaliers 92.8665822785
Jazz 95.6058441558
Timberwolves 97.6188101266
Clippers 94.495175
Bulls 94.9023636364
Nets 93.6312954545
Heat 91.2468717949
Trail-Blazers 89.6538095238
Warriors 102.458635294
Celtics 93.1001975309
Magic 93.8151235955
Mavericks 94.6531842105
Bobcats 92.6091025641
Lakers 94.3478305085
Pacers 98.7418974359
Rockets 97.4855813953
Kings 95.7256144578
Raptors 95.2177
Spurs 93.273
Pistons 90.20209375
Grizzlies 96.36215
Suns 97.1488571429
Bucks 93.4545333333
Hornets 94.1951466667
