Knicks 96.5535890411
Thunder 95.6288720379
Hawks 91.8733807107
Wizards 94.7043738318
76ers 93.0588297872
Nuggets 96.8679712919
Cavaliers 93.7174691943
Jazz 94.715625
Timberwolves 97.5373738318
Clippers 94.1519117647
Bulls 93.21039801
Nets 92.981037037
Heat 92.3839698492
Trail-Blazers 90.5425980392
Warriors 98.9169896907
Celtics 92.594990566
Magic 92.7075607477
Mavericks 94.09188
Bobcats 92.2128918919
Lakers 93.8707553191
Pacers 96.6129209302
Rockets 96.6650086957
Kings 96.6656
Raptors 93.720266055
Spurs 94.1449346734
Pistons 91.1420744186
Grizzlies 94.782455814
Suns 96.4432608696
Bucks 93.4872935323
Hornets 91.8838571429
