Babyfood,_meat,_pork,_strained 0 -0.0761314146141 -1.32697696511 -0.57001511761 0.345415662271 -0.0782891374993 0.0167357363585 0.17422633832 0.152639715141 0.193431245009 -0.00837697703574 -0.0205724507269
WENDY'S,_Ultimate_Chicken_Grill_Sandwich 0 -0.0735951982859 -0.287140998776 0.0542211222471 -0.358867667513 -0.0797101394809 0.0256930185584 0.410110395692 -0.124227603079 -0.498911005631 0.163292025741 0.238578278768
Fish,_catfish,_channel,_farmed,_raw 0 -0.0721854946987 -1.41990180148 -0.559118802739 0.251737298424 0.104284412371 -0.401992817776 0.137414515721 -0.0272707929778 -0.342395837448 0.0411258038386 0.0543443320221
Sea_cucumber,_yane_(Alaska_Native) 0 -0.0720813873223 -1.00211961505 -0.443145136302 -0.401016818154 -0.175133501998 0.599164103866 -0.708867811125 -0.162401356109 -0.211205977924 -0.0707588684043 0.136867109065
WENDY'S,_Homestyle_Chicken_Fillet_Sandwich 0 -0.0699713173922 0.028032077843 0.11022606747 -0.00489883032025 0.0742549553056 -0.0585030560071 0.381364661088 0.0290386354414 -0.462727266723 0.0165062490054 0.21132139287
Babyfood,_meat,_chicken,_junior 0 -0.0646033584969 -1.12481424085 -0.535244495986 0.636602536562 0.0293569938398 0.115315538085 0.300361748276 0.0382407134456 -0.126141592032 -0.00102229291098 0.250607774873
Fast_foods,_submarine_sandwich,_cold_cut_on_white_bread_with_lettuce_and_tomato 0 -0.0636662438123 0.0647641743204 -0.00208411853569 0.0291761087949 0.260928241567 0.390758701807 0.234522064675 -0.566458468079 -0.112116148891 0.242278736364 -0.00756422339811
OLIVE_GARDEN,_lasagna_classico 0 -0.0635835742958 -0.32961976539 -0.219353796153 0.239520769397 0.144946545122 0.0199846439019 -0.255545314154 -0.889638773041 0.0381391418805 0.248597156818 0.022685211857
SUBWAY,_cold_cut_sub_on_white_bread,_with_lettuce_and_tomato 0 -0.0609990800939 0.0481566925853 -0.0116172806499 0.0669100588782 0.24490624971 0.327250054131 0.24550204646 -0.55127184224 -0.144549591284 0.234068273809 -0.0284410192739
OSCAR_MAYER,_Sandwich_Spread_(pork,_chicken,_beef) 0 -0.0586178029266 0.197166257576 -0.00407706438335 0.942676469048 -0.142272987659 0.734731644545 0.279139907068 -0.0703464215232 -0.0582236874091 0.303518450949 -0.164289865651
MORNINGSTAR_FARMS_Grillers_Vegan,_frozen,_unprepared 0 -0.0583961784049 -0.743150033913 -0.294135254861 -0.737796475802 0.883504434891 -0.440648369832 -0.270365296442 0.137941719291 -0.31309342423 0.16801499163 0.469140399259
Crustaceans,_crayfish,_mixed_species,_wild,_raw 0 -0.0581774115503 -1.7289872236 -0.600983214561 -0.25678135006 0.0377286470846 -0.621588738444 0.0884405812292 -0.232680418737 -0.284350230685 -0.0792034676714 0.0935290712227
Restaurant,_Latino,_pupusas_del_cerdo_(pupusas,_pork) 0 -0.0540733170278 0.0668516320155 -0.0353588125896 0.216123879099 0.568947516026 -0.409267281009 0.242219409717 -0.000167736106131 0.0373417453363 0.0209181352544 -0.102738025255
Fish,_pike,_northern,_raw 0 -0.0540308132213 -1.65652623321 -0.55570322919 -0.268447939755 0.0626392562284 -0.688744334415 0.163171408773 -0.248693011955 -0.399875426019 -0.0159371583108 0.159913362845
Fish,_tilefish,_raw 0 -0.053734828495 -1.37451041194 -0.404061652702 -0.323217105083 -0.328023783303 -0.453567803053 -0.205377189382 0.0993840931691 -0.71929109912 0.177854991719 0.0981832069572
APPLEBEE'S,_fish,_hand_battered 0 -0.0515131723141 -0.331402533181 -0.158775709294 0.264042935228 0.510795837436 -0.232194613182 0.575757152394 -0.178778817288 -0.581193701589 -0.213736064079 0.0937739255521
Fish,_ling,_raw 0 -0.0512974717903 -1.37729666536 -0.407070292313 -0.563089881547 -0.147103146319 -0.657571417241 -0.402016304635 0.0444866436073 -0.733983785469 0.11037202284 -0.0785455438452
Cockles,_raw_(Alaska_Native) 0 -0.047375298887 -0.691093187478 -0.35492069944 -0.682487708661 -0.00361822432929 0.696623326055 -0.793740563324 -0.0050323738201 0.485726471835 -0.385477462464 0.828871012772
Turkey,_white,_rotisserie,_deli_cut 0 -0.0451734703348 -1.11407718189 -0.356443817157 -0.447542766857 -0.0637374470476 -0.0868702774525 0.319107175726 -0.117929093456 -0.452052998164 0.0236226695258 -0.172169688454
Restaurant,_Chinese,_lemon_chicken 0 -0.0437459310188 0.221512396276 0.0936866363272 0.543745171558 0.0897679613246 -0.0183463851433 0.517962332193 0.239618305213 -0.656384538436 -0.308054553398 0.3050964281
Ham_salad_spread 0 -0.0425743640963 -0.209305031101 -0.275893156167 1.0980265415 0.353803787956 0.368399354381 0.582389281069 -0.290945061411 -0.0860213202728 0.200174883271 -0.313984286857
WORTHINGTON_Diced_Chik,_canned,_unprepared 0 -0.0421163593943 -1.10381217951 -0.527105046734 -0.164608211451 0.376866109551 0.26544798269 0.0309252869795 -0.0677445803475 -0.473319574256 0.316642175622 0.140989138768
Fish,_rockfish,_Pacific,_mixed_species,_raw 0 -0.0405199025746 -1.62657418836 -0.581208458591 -0.269493623634 0.0875643656998 -0.574153639626 0.1207417205 -0.0506966316806 -0.507037141195 0.17340453326 0.0753352074435
Cheese_sauce,_prepared_from_recipe 0 -0.0404440491674 -0.370358580474 -0.360377925187 1.09873340967 0.18930208207 -0.228907668278 -0.27140923238 -1.59720215962 0.164334645198 0.0314569660315 -0.0572466370196
